Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,18,autunno,29
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,16,primavera,22
scarpe aperte,y,n,scuro,primavera,pioggia,2,inverno,13
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,12,estate,25
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,11,primavera,25
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,18,autunno,21
scarpa da ginnastica,n,y,colorato,autunno_inverno,soleggiato,4,inverno,21
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,8,autunno,22
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,15,autunno,31
scarpe aperte,y,n,Chiaro,estate,pioggia,23,estate,20
scarpe aperte,y,n,scuro,estate,soleggiato,15,primavera,21
scarpe aperte,y,n,colorato,primavera,pioggia,5,inverno,13
scarpe aperte,y,n,Chiaro,primavera_estate,pioggia,29,estate,19
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,16,primavera,12
scarpe aperte,y,n,Chiaro,primavera,soleggiato,2,inverno,17
scarpe con tacchi,y,n,colorato,estate,nuvoloso,11,primavera,15
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,9,primavera,26
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,3,inverno,27
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,17,autunno,31
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,4,primavera,24
anfibi,n,y,colorato,autunno,soleggiato,9,primavera,14
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,9,autunno,17
stivaletto alla caviglia,n,n,scuro,inverno,nuvoloso,25,autunno,13
scarpa da ginnastica,n,n,colorato,inverno,pioggia,13,autunno,25
scarpa da ginnastica,y,n,scuro,inverno,pioggia,23,autunno,21
scarpe aperte,n,n,scuro,estate,pioggia,14,primavera,15
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,2,inverno,27
scarpa da ginnastica,y,n,scuro,primavera_estate,nuvoloso,3,inverno,14
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,11,primavera,27
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,27,autunno,27
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,27,estate,20
scarpa classica,y,y,scuro,autunno_inverno,soleggiato,21,autunno,13
stivaletto alla caviglia,y,n,scuro,inverno,nuvoloso,9,primavera,14
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,soleggiato,5,inverno,17
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,10,autunno,26
scarpa da ginnastica,n,y,Chiaro,primavera_estate,nuvoloso,13,autunno,16
scarpa da ginnastica,n,y,colorato,autunno_inverno,soleggiato,30,estate,15
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,16,autunno,16
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,soleggiato,20,autunno,14
scarpe aperte,n,n,scuro,estate,pioggia,30,estate,21
scarpe aperte,n,n,Chiaro,primavera,soleggiato,35,estate,20
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,6,inverno,31
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,11,primavera,15
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,20,autunno,28
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,24,estate,5
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,25,autunno,14
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,14,inverno,29
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,19,primavera,27
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,26,estate,8
stivaletto alla caviglia,y,n,scuro,autunno_inverno,pioggia,17,autunno,29
scarpa classica,n,y,scuro,autunno_inverno,neve,-3,inverno,24
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,8,inverno,29
stivaletto alla caviglia,n,n,colorato,inverno,neve,3,primavera,23
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,1,primavera,25
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,25,estate,5
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,15,autunno,16
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,28,estate,11
scarpa classica,n,y,scuro,autunno_inverno,pioggia,14,primavera,22
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,18,autunno,16
scarpa classica,n,n,colorato,inverno,pioggia,33,estate,17
stivaletto alla caviglia,y,n,Chiaro,autunno,pioggia,20,autunno,28
scarpa classica,y,y,colorato,primavera_estate,soleggiato,2,primavera,17
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,1,inverno,16
scarpe con tacchi,y,n,scuro,estate,soleggiato,4,primavera,16
scarpe aperte,y,n,Chiaro,estate,nuvoloso,28,estate,18
scarpe aperte,y,n,scuro,estate,pioggia,24,estate,20
scarpe aperte,n,n,scuro,estate,soleggiato,2,inverno,14
scarpe aperte,y,n,scuro,primavera_estate,pioggia,14,primavera,17
scarpe con tacchi,y,n,Chiaro,estate,nuvoloso,17,autunno,13
scarpa classica,n,y,colorato,autunno_inverno,soleggiato,2,primavera,16
scarpa classica,n,y,colorato,inverno,nuvoloso,4,inverno,24
stivaletto alla caviglia,n,y,Chiaro,inverno,nuvoloso,7,primavera,14
stivaletto alla caviglia,n,y,scuro,autunno,nuvoloso,-1,inverno,16
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,3,inverno,28
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,5,inverno,25
scarpe aperte,y,n,Chiaro,primavera_estate,pioggia,23,estate,19
scarpe con tacchi,y,n,colorato,primavera_estate,soleggiato,4,primavera,17
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,9,primavera,13
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,28,estate,8
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,4,inverno,19
scarpa da ginnastica,n,y,scuro,all,nuvoloso,3,primavera,19
scarpa da ginnastica,y,y,colorato,all,soleggiato,22,primavera,19
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,28,estate,23
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,15,autunno,17
anfibi,n,y,scuro,autunno,pioggia,6,inverno,28
scarpa da ginnastica,n,y,scuro,primavera_estate,soleggiato,14,autunno,16
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,7,primavera,26
scarpe con tacchi,n,n,colorato,inverno,pioggia,5,inverno,25
scarpe aperte,n,n,Chiaro,primavera_estate,soleggiato,29,estate,23
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,20,autunno,14
scarpe con tacchi,n,n,colorato,inverno,pioggia,25,estate,14
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,24,estate,10
scarpe aperte,y,n,colorato,primavera,soleggiato,30,estate,20
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,pioggia,10,autunno,25
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,7,primavera,21
stivaletto alla caviglia,n,n,Chiaro,inverno,nuvoloso,3,inverno,20
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,17,autunno,19
scarpa da ginnastica,y,y,Chiaro,inverno,soleggiato,25,estate,13
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,29,estate,25
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,8,primavera,25
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,15,autunno,21
scarpa classica,n,y,Chiaro,inverno,soleggiato,9,inverno,23
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,27,estate,18
scarpe aperte,y,n,Chiaro,estate,soleggiato,20,autunno,18
scarpa classica,n,y,scuro,all,pioggia,5,inverno,23
scarpa classica,n,y,Chiaro,inverno,pioggia,25,estate,17
scarpa classica,y,y,colorato,inverno,pioggia,25,estate,17
scarpa classica,n,y,Chiaro,primavera_estate,nuvoloso,19,primavera,21
scarpa classica,n,y,scuro,autunno_inverno,pioggia,4,inverno,25
stivaletto alla caviglia,n,n,scuro,inverno,nuvoloso,1,inverno,20
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,16,primavera,15
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,28,estate,13
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,neve,6,inverno,27
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,31,estate,11
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,30,estate,20
scarpa da ginnastica,y,n,colorato,estate,nuvoloso,4,inverno,13
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,22,estate,25
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,27,primavera,20
scarpa classica,n,n,colorato,autunno_inverno,soleggiato,26,estate,14
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,pioggia,27,estate,18
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,18,autunno,17
scarpa da ginnastica,y,y,scuro,primavera_estate,soleggiato,19,autunno,17
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,34,estate,11
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,15,primavera,13
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,3,primavera,24
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,3,inverno,16
scarpa classica,n,y,Chiaro,primavera_estate,pioggia,9,autunno,18
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,16,primavera,13
scarpa da ginnastica,y,y,Chiaro,estate,soleggiato,17,autunno,16
scarpa classica,n,y,scuro,autunno_inverno,pioggia,13,primavera,22
scarpa classica,n,y,colorato,inverno,soleggiato,26,estate,12
scarpa classica,n,y,scuro,all,pioggia,14,primavera,23
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,-6,inverno,19
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,29,primavera,20
scarpe con tacchi,n,n,Chiaro,autunno_inverno,soleggiato,13,autunno,21
scarpe con tacchi,n,n,scuro,estate,soleggiato,28,estate,18
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,22,primavera,21
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,1,primavera,13
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,16,primavera,24
scarpe con tacchi,n,n,scuro,inverno,pioggia,13,primavera,19
scarpe aperte,n,n,Chiaro,estate,neve,-3,primavera,14
scarpe aperte,y,n,Chiaro,estate,neve,5,inverno,10
scarpa classica,n,y,colorato,autunno_inverno,soleggiato,18,autunno,21
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,28,estate,23
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,19,primavera,25
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,27,estate,6
scarpe con tacchi,n,n,colorato,primavera_estate,soleggiato,33,estate,21
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,17,primavera,25
scarpa classica,n,y,scuro,primavera_estate,soleggiato,7,primavera,17
scarpe aperte,n,n,Chiaro,primavera_estate,pioggia,17,primavera,18
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,11,primavera,13
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,25,estate,13
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,8,inverno,17
stivali,y,y,scuro,inverno,soleggiato,26,autunno,7
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,8,autunno,29
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,29,estate,10
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,6,primavera,21
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,6,autunno,19
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,18,estate,21
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,3,inverno,28
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,26,estate,16
scarpa da ginnastica,y,n,colorato,estate,soleggiato,26,primavera,22
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,-8,inverno,14
scarpe con tacchi,y,n,scuro,estate,pioggia,14,inverno,15
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,6,primavera,25
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,2,primavera,13
stivaletto alla caviglia,n,y,colorato,autunno,nuvoloso,0,inverno,16
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,0,inverno,16
scarpa classica,n,y,Chiaro,primavera_estate,soleggiato,12,inverno,15
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,10,primavera,13
stivaletto alla caviglia,y,y,colorato,autunno_inverno,neve,-3,inverno,26
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,27,autunno,22
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,9,primavera,14
scarpa da ginnastica,y,y,scuro,primavera_estate,soleggiato,27,estate,17
scarpa da ginnastica,y,y,colorato,estate,pioggia,28,estate,27
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,20,autunno,22
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,15,autunno,25
scarpe con tacchi,y,n,Chiaro,estate,soleggiato,16,autunno,15
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,16,autunno,16
scarpa da ginnastica,y,y,scuro,estate,pioggia,12,inverno,17
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,10,inverno,20
scarpe aperte,y,n,scuro,primavera_estate,nuvoloso,10,inverno,10
scarpe aperte,n,n,Chiaro,estate,pioggia,30,estate,21
scarpa da ginnastica,n,y,scuro,inverno,soleggiato,-3,inverno,24
scarpa classica,n,y,Chiaro,primavera_estate,pioggia,3,inverno,18
scarpa classica,y,y,colorato,all,soleggiato,2,inverno,18
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,7,primavera,26
scarpa da ginnastica,n,y,scuro,all,pioggia,14,autunno,22
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,soleggiato,21,autunno,19
scarpa da ginnastica,n,n,colorato,all,pioggia,28,estate,22
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,28,estate,22
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,6,inverno,20
scarpa da ginnastica,n,y,colorato,inverno,pioggia,26,estate,16
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,16,inverno,25
scarpa da ginnastica,y,n,scuro,primavera_estate,neve,9,autunno,16
scarpa da ginnastica,y,n,colorato,primavera_estate,nuvoloso,7,autunno,14
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,17,autunno,20
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,30,estate,11
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,12,autunno,29
scarpe aperte,y,n,colorato,primavera,soleggiato,16,autunno,20
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,1,primavera,20
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,4,primavera,21
scarpa da ginnastica,y,y,colorato,estate,pioggia,3,inverno,16
scarpe aperte,y,n,colorato,primavera_estate,soleggiato,26,estate,23
scarpa da ginnastica,y,n,scuro,all,soleggiato,28,estate,14
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,25,estate,23
scarpa da ginnastica,n,y,colorato,estate,soleggiato,25,estate,24
scarpe con tacchi,n,n,scuro,estate,nuvoloso,28,estate,21
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,2,autunno,17
scarpa classica,n,y,colorato,all,pioggia,16,primavera,23
scarpa classica,n,n,scuro,primavera_estate,soleggiato,31,estate,16
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,14,primavera,23
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,27,estate,13
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,8,primavera,14
scarpa da ginnastica,y,n,scuro,primavera_estate,soleggiato,28,estate,17
scarpa da ginnastica,n,n,scuro,estate,pioggia,4,inverno,16
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,6,inverno,17
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,1,inverno,27
scarpa da ginnastica,y,n,colorato,all,neve,-1,primavera,21
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,3,inverno,24
stivaletto alla caviglia,y,y,colorato,autunno_inverno,nuvoloso,8,inverno,18
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,25,estate,15
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,30,estate,25
scarpe aperte,n,n,colorato,primavera_estate,nuvoloso,3,inverno,8
scarpa classica,y,y,scuro,inverno,soleggiato,15,autunno,20
scarpa classica,y,y,scuro,all,pioggia,6,autunno,23
stivaletto alla caviglia,n,n,colorato,autunno,neve,10,autunno,29
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,23,primavera,5
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,31,estate,8
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,23,estate,18
scarpa da ginnastica,n,n,Chiaro,all,soleggiato,29,estate,19
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,15,autunno,20
scarpa da ginnastica,y,y,Chiaro,inverno,pioggia,27,estate,16
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,11,primavera,18
scarpa da ginnastica,n,y,scuro,estate,pioggia,31,estate,27
scarpa da ginnastica,y,y,scuro,inverno,pioggia,8,primavera,21
scarpa da ginnastica,n,n,colorato,all,pioggia,6,inverno,22
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,33,estate,22
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,13,inverno,29
scarpa classica,n,n,colorato,inverno,soleggiato,7,inverno,23
stivaletto alla caviglia,y,y,scuro,autunno_inverno,nuvoloso,23,autunno,15
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,28,estate,23
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,27,autunno,12
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,6,inverno,19
scarpa da ginnastica,n,y,Chiaro,primavera_estate,pioggia,14,autunno,19
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,18,autunno,29
scarpa da ginnastica,n,n,scuro,inverno,pioggia,22,estate,17
scarpa da ginnastica,y,y,Chiaro,estate,pioggia,13,primavera,21
scarpa da ginnastica,n,y,colorato,inverno,pioggia,11,primavera,21
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,14,primavera,20
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,3,inverno,21
scarpa da ginnastica,n,y,Chiaro,primavera_estate,pioggia,5,inverno,17
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,21,autunno,18
scarpa da ginnastica,y,n,scuro,all,pioggia,23,autunno,22
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,20,primavera,15
scarpa da ginnastica,n,n,Chiaro,estate,soleggiato,30,estate,24
scarpa da ginnastica,y,n,Chiaro,all,soleggiato,0,inverno,19
scarpa da ginnastica,n,y,scuro,autunno_inverno,soleggiato,20,primavera,10
scarpa da ginnastica,n,n,colorato,estate,soleggiato,22,autunno,17
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,14,primavera,13
scarpa da ginnastica,n,n,scuro,estate,soleggiato,35,estate,19
scarpa da ginnastica,n,n,Chiaro,all,soleggiato,5,inverno,19
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,32,estate,20
scarpa da ginnastica,n,y,colorato,all,nuvoloso,28,estate,19
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,28,estate,25
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,23,estate,9
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,12,primavera,18
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,21,estate,22
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,24,estate,22
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,15,autunno,22
scarpa da ginnastica,n,y,colorato,inverno,pioggia,24,autunno,21
scarpa classica,n,y,scuro,inverno,soleggiato,19,autunno,20
scarpa classica,n,y,colorato,inverno,soleggiato,31,estate,12
scarpa da ginnastica,n,n,scuro,estate,pioggia,4,autunno,16
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,9,autunno,25
scarpa da ginnastica,n,y,scuro,inverno,pioggia,6,inverno,27
scarpa classica,n,y,colorato,inverno,pioggia,13,primavera,22
anfibi,n,y,scuro,autunno_inverno,soleggiato,21,estate,5
anfibi,n,y,colorato,autunno_inverno,pioggia,19,estate,25
scarpa da ginnastica,y,n,Chiaro,inverno,soleggiato,31,estate,13
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,28,estate,25
scarpa da ginnastica,y,n,scuro,estate,pioggia,12,inverno,17
scarpa da ginnastica,y,y,colorato,inverno,pioggia,27,estate,16
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,soleggiato,25,estate,10
scarpa da ginnastica,y,y,Chiaro,primavera_estate,soleggiato,3,inverno,14
scarpa da ginnastica,y,y,Chiaro,estate,nuvoloso,3,inverno,13
anfibi,y,n,colorato,autunno_inverno,soleggiato,24,estate,10
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,18,primavera,25
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,soleggiato,24,estate,15
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,31,estate,25
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,28,estate,22
scarpa classica,y,n,scuro,autunno_inverno,neve,0,primavera,20
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,soleggiato,24,primavera,15
scarpa da ginnastica,y,n,Chiaro,primavera_estate,pioggia,15,autunno,20
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,10,estate,21
scarpa da ginnastica,n,n,colorato,estate,pioggia,28,estate,27
anfibi,n,n,scuro,autunno_inverno,pioggia,12,primavera,25
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,6,primavera,22
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,28,autunno,26
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,25,autunno,22
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,16,autunno,21
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,30,estate,11
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,14,primavera,15
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,18,primavera,27
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,pioggia,14,inverno,25
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,18,estate,21
scarpa da ginnastica,y,y,Chiaro,estate,pioggia,29,autunno,21
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,24,estate,25
