Tipo,Materiale,Colore,Manica,Stagione
Dress,Polyester,Beige,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Lilac Purple,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,"Pastel, Mint Green",,Summer
Dress,Polyester,Green,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Navy Blue,,"['Spring', 'Fall']"
Top,Cotton,White,,Summer
Dress,Polyester,Dusty Blue,,Summer
Top,Polyester,"['Pastel', ' Dusty Purple']",Long Sleeve,"['Spring', 'Summer']"
Bottom,,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Burgundy,Short Sleeve,Summer
Top,Polyester,Coffee Brown,,Summer
Dress,Mesh,White,Cap Sleeve,Summer
Top,Polyester,Coffee Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Mesh,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Mint Green,Short Sleeve,Summer
Dress,Mesh,Black,Sleeveless,All
Top,Polyester,Coffee Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Burgundy,Sleeveless,Summer
Top,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Summer']"
Dress,Satin,Dark Green,Long Sleeve,All
Top,Polyester,"['Yellow', ' Bright']",Half Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Dark Green,Short Sleeve,Summer
Top,Nylon,Black,,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Viscose,Olive Green,Long Sleeve,"['Spring', 'Fall']"
Bottom,Chiffon,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Satin,Beige,,Summer
Bottom,Polyester,Burgundy,,"['Spring', 'Summer']"
Bottom,Tweed,Lilac Purple,,"['Fall', 'Winter']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Burgundy,Short Sleeve,Summer
Dress,Polyester,Yellow,Sleeveless,"['Spring', 'Summer']"
Dress,Rayon,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Blue,Long Sleeve,"['Spring', 'Fall']"
Dress,Satin,Black,Sleeveless,Summer
Top,Polyester,Multicolor,,Summer
Top,Cotton,Black,Half Sleeve,Summer
Top,Cotton,White,Short Sleeve,Summer
Top,Cotton,White,Short Sleeve,Summer
Top,Satin,Apricot,,Summer
Bottom,Wool-Mix Fabric,Black and White,,"['Fall', 'Winter']"
Top,Polyester,Blue,Short Sleeve,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,Short Sleeve,Summer
Dress,Cotton,Baby Pink,Sleeveless,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Teal Blue,,"['Spring', 'Summer']"
Bottom,Tweed,Black,,"['Fall', 'Winter']"
Top,Polyester,Multicolor,Sleeveless,Summer
Top,Polyester,Black,,Summer
Bottom,Polyester,Apricot,,"['Fall', 'Winter']"
Bottom,Cotton,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black and White,Sleeveless,Summer
Bottom,Corduroy,"Pastel, Lilac Purple",,"['Fall', 'Winter']"
Top,Velvet,Black,Long Sleeve,"['Fall', 'Winter']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,"['Pastel', ' Baby Blue']",Short Sleeve,Summer
Bottom,Polyester,Dark Grey,,All
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black and White,Sleeveless,"['Spring', 'Fall']"
Bottom,Cotton,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Burgundy,,All
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Rayon,Multicolor,,Summer
Bottom,Corduroy,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Mint Green,Short Sleeve,Summer
Top,Polyester,Black,,Summer
Dress,Polyester,Dusty Pink,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton Blends,Multicolor,,All
Top,Cotton,White,,Summer
Dress,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Beige,Long Sleeve,"['Spring', 'Summer']"
Bottom,PU Leather,Rust Brown,,"['Fall', 'Winter']"
Bottom,Satin,Khaki,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Army Green,Three Quarter Length Sleeve,Summer
Top,Rayon,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Coral Pink,,Summer
Dress,Cotton,Yellow,Sleeveless,Summer
Bottom,Cotton,Black,,All
Dress,Satin,White,Sleeveless,Summer
Dress,Mesh,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,Velvet,Blue,Long Sleeve,All
Dress,Polyester,"Pastel, Baby Pink",Sleeveless,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,Grey,Cap Sleeve,Summer
Dress,Cotton,Army Green,Short Sleeve,Summer
Top,Polyester,Lilac Purple,,Summer
Top,Polyester,Navy Blue,Short Sleeve,Summer
Top,Polyester,Black,,Summer
Dress,Mesh,Mint Blue,Long Sleeve,"['Spring', 'Summer']"
Bottom,Velvet,Redwood,,"['Fall', 'Winter']"
Bottom,Polyester,Redwood,,Summer
Top,Cotton,Multicolor,,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Baby Pink,,Summer
Dress,Polyester,Multicolor,Short Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,All
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Mauve Purple,Long Sleeve,"['Spring', 'Summer']"
Bottom,Satin,"Pink, Pastel",,Summer
Bottom,Polyester,Camel,,"['Spring', 'Summer', 'Fall']"
Bottom,,Grey,,"['Fall', 'Winter']"
Top,Mesh,Black,Short Sleeve,Summer
Bottom,Polyester,Maroon,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Pink,,Summer
Top,Polyester,Multicolor,Long Sleeve,Spring
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton Blends,White,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,,Summer
Dress,Polyester,Dark Green,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Short Sleeve,Summer
Dress,Polyester,Maroon,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Chocolate Brown,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,Summer
Dress,Cotton,Black,Short Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Baby Pink,Sleeveless,Summer
Dress,Polyester,White,Short Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer']"
Dress,Satin,"['Red', ' Neon']",Sleeveless,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Dark Grey,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Royal Blue,Short Sleeve,Summer
Dress,Polyester,Multicolor,Half Sleeve,Summer
Bottom,Polyester,Black and White,,All
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Mesh,Dusty Pink,Long Sleeve,"['Spring', 'Summer']"
Top,Rayon,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Sleeveless,Spring
Dress,Mesh,White,Sleeveless,"['Spring', 'Summer']"
Dress,Polyester,Baby Pink,Sleeveless,Summer
Top,Polyester,Multicolor,Short Sleeve,Summer
Top,Polyester,"Pastel, Baby Pink",Long Sleeve,Spring
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Tweed,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Top,Cotton,Khaki,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,White,,Summer
Dress,Cotton,Black,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,Chocolate Brown,Short Sleeve,Summer
Top,Polyester,"['Pastel', ' Baby Blue']",Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Chocolate Brown,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,All
Bottom,Polyester,Apricot,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Beige,,Summer
Top,Polyester,Baby Pink,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Multicolor,,All
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Corduroy,Beige,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Dusty Pink,Long Sleeve,"['Spring', 'Summer']"
Dress,Mesh,White,Long Sleeve,All
Bottom,Cotton,Dark Grey,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,White,Short Sleeve,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Army Green,,Summer
Bottom,Cotton,Light Grey,,All
Top,Polyester,White,Sleeveless,Summer
Bottom,Polyester,Multicolor,,Spring
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Burgundy,Half Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Short Sleeve,Summer
Top,Satin,Dark Green,,All
Top,Polyester,White,Short Sleeve,Summer
Dress,Polyester,Dusty Blue,Cap Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,Spring
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,White,Cap Sleeve,Summer
Top,Satin,Violet Purple,,Summer
Dress,Rayon,"Bright, Mustard Yellow",Cap Sleeve,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Dusty Pink,Short Sleeve,Summer
Dress,Polyester,Black,Short Sleeve,Summer
Top,PU Leather,Maroon,,"['Fall', 'Winter']"
Top,Cotton,Black,Short Sleeve,Summer
Top,Polyester,Red,Cap Sleeve,Summer
Dress,Polyester,Green,Sleeveless,Summer
Top,Polyester,Mocha Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Baby Pink,Short Sleeve,Summer
Dress,Polyester,Mint Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,Summer
Top,Polyester,Multicolor,Half Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Lilac Purple,Short Sleeve,Summer
Top,Cotton,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Maroon,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Royal Blue,Long Sleeve,"['Spring', 'Summer']"
Dress,Rayon,Multicolor,Short Sleeve,Summer
Top,Polyester,Red and White,Short Sleeve,Summer
Dress,Velvet,Pink,Sleeveless,All
Bottom,Cotton,Dark Grey,,All
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black,Short Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Red,Short Sleeve,Summer
Bottom,Polyester,Red,,Summer
Top,Rayon,Rust Brown,,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,"['Hot Pink', ' Neon']",Cap Sleeve,Summer
Dress,Polyester,Yellow,Short Sleeve,Summer
Top,Polyester,Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,,Black,,Summer
Dress,Satin,Beige,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,,Summer
Top,Polyester,Mint Green,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Light Grey,,Summer
Dress,Satin,Black,Sleeveless,Summer
Top,Polyester,Light Grey,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Red,Short Sleeve,Summer
Bottom,Polyester,Khaki,,All
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Rust Brown,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Bottom,PU Leather,Black,,All
Bottom,Polyester,Black,,All
Top,Rayon,Black,,Summer
Bottom,Corduroy,Red Violet,,"['Fall', 'Winter']"
Top,Polyester,White,Half Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,White,Sleeveless,Summer
Dress,Lace,White,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,,Summer
Dress,Mesh,White,Long Sleeve,Spring
Bottom,Polyester,Black and White,,All
Top,Cotton,Black,,Summer
Bottom,Cotton,Mint Blue,,All
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Black,Short Sleeve,Summer
Dress,Polyester,Black and White,Sleeveless,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Navy Blue,Sleeveless,"['Spring', 'Fall']"
Top,Satin,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Top,Cotton,"['Pastel', ' Dusty Pink']",Short Sleeve,Summer
Bottom,Satin,Orange,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,Summer
Top,Polyester,Maroon,Sleeveless,Summer
Bottom,Velvet,Black,,"['Fall', 'Winter']"
Bottom,Polyester,Grey,,"['Spring', 'Summer']"
Top,Rayon,Royal Blue,,Summer
Top,PU Leather,Black,,All
Bottom,Tweed,Black and White,,"['Fall', 'Winter']"
Dress,Velvet,Red,Long Sleeve,"['Fall', 'Winter']"
Top,Polyester,Apricot,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black and White,Sleeveless,Summer
Dress,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Dress,Corduroy,Brown,Sleeveless,"['Fall', 'Winter']"
Dress,,Black,Sleeveless,Summer
Top,Cotton,Light Grey,Short Sleeve,Summer
Dress,Cotton,"['Pink', ' Bright']",Cap Sleeve,Summer
Bottom,Polyester,Black,,Summer
Bottom,Cotton,Black,,Summer
Bottom,Cotton,Black,,
Bottom,Cotton,Grey,,All
Top,Polyester,White,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Beige,Long Sleeve,Spring
Dress,Polyester,Red,Sleeveless,All
Top,Polyester,Army Green,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer']"
Dress,Polyester,Coral Orange,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,All
Top,PU Leather,Black,,All
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Burgundy,Sleeveless,Summer
Dress,Polyester,Red,Sleeveless,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Navy Blue,Sleeveless,Summer
Dress,Metallic,Dusty Pink,Long Sleeve,All
Bottom,Rayon,Multicolor,,All
Bottom,Rayon,Orange,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black and White,,Summer
Top,Polyester,Brown,Sleeveless,Summer
Bottom,,Black,,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Mint Green,Short Sleeve,Summer
Top,Polyester,"['Camel', ' Pastel']",,Spring
Dress,Polyester,"Bright, Lime Green",Sleeveless,Summer
Top,Cotton,White,Cap Sleeve,Summer
Bottom,Polyester,"Pink, Pastel",,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Short Sleeve,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,Light Grey,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Mint Green,Sleeveless,Summer
Bottom,Polyester,Black,,All
Dress,Polyester,Black and White,Short Sleeve,Summer
Top,Cotton,"['Neon', ' Orange']",Long Sleeve,Spring
Top,Polyester,Lime Green,,Summer
Top,Cotton,Baby Blue,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Silver,,All
Bottom,Satin,Black,,All
Top,Rayon,Burgundy,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Baby Blue,"['Short Sleeve', ' Half Sleeve']",Summer
Bottom,Polyester,Maroon,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,Khaki,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Baby Pink,,Summer
Dress,Polyester,Black and White,Sleeveless,"['Spring', 'Fall']"
Top,Polyester,Black,Short Sleeve,Summer
Bottom,Cotton,Beige,,"['Spring', 'Summer', 'Fall']"
Bottom,Suede,Brown,,"['Fall', 'Winter']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Blue and White,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton Blends,Burgundy,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,Summer
Dress,Chiffon,Navy Blue,Sleeveless,Summer
Top,Cotton,Dark Grey,Short Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Short Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,,Summer
Bottom,Cotton,Yellow,,Summer
Top,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Baby Pink,,Summer
Top,Polyester,Black,,Summer
Dress,Polyester,Blue and White,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Coral Pink,,"['Spring', 'Summer', 'Fall']"
Top,Velvet,Dusty Blue,,"['Fall', 'Winter']"
Bottom,Polyester,Dusty Pink,,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Blue and White,Short Sleeve,Summer
Dress,Rayon,Black,Long Sleeve,Summer
Bottom,,Apricot,,"['Fall', 'Winter']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black and White,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Polyester,Light Grey,,All
Top,Polyester,Black,,Summer
Bottom,Metallic,White,,Summer
Top,Lace,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,White,,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Dusty Pink,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Baby Pink,Sleeveless,Summer
Bottom,Polyester,Coffee Brown,,All
Dress,Cotton,"['Pastel', ' Lilac Purple']",Sleeveless,Summer
Bottom,PU Leather,Mocha Brown,,"['Fall', 'Winter']"
Dress,Polyester,Blue,Sleeveless,Summer
Top,Polyester,Purple,Long Sleeve,"['Spring', 'Summer']"
Dress,Velvet,Navy Blue,Sleeveless,"['Fall', 'Winter']"
Bottom,Polyester,Multicolor,,Summer
Top,Cotton,White,,"['Spring', 'Fall']"
Dress,Polyester,Black and White,Sleeveless,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,Navy Blue,,All
Bottom,Polyester,Black and White,,Summer
Bottom,Mesh,Burgundy,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Rust Brown,,"['Spring', 'Fall']"
Bottom,Polyester,Black and White,,"['Spring', 'Summer']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Beige,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Red,Long Sleeve,"['Spring', 'Fall']"
Top,Satin,Multicolor,,Summer
Bottom,Nylon,Black,,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Mustard Yellow,Short Sleeve,Summer
Dress,Satin,Red Violet,Sleeveless,Summer
Dress,Polyester,"Pastel, Baby Pink",Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,"['Pastel', ' Baby Pink']",Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Half Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Coffee Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Hot Pink,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,Short Sleeve,Summer
Dress,Polyester,Black,Sleeveless,Summer
Bottom,Velvet,Black,,"['Fall', 'Winter']"
Top,Polyester,White,,Summer
Top,Polyester,Dusty Blue,Long Sleeve,Spring
Dress,Velvet,Black,Long Sleeve,"['Fall', 'Winter']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Green,,Summer
Dress,Polyester,White,Long Sleeve,"['Fall', 'Winter']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Rayon,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Corduroy,Red,Sleeveless,"['Fall', 'Winter']"
Dress,Polyester,Burgundy,Sleeveless,Summer
Bottom,Polyester,Burgundy,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Short Sleeve,Summer
Top,Satin,Maroon,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Viscose,Beige,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Burgundy,Half Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Pink,,Summer
Top,Polyester,Lime Green,,Summer
Bottom,Polyester,Brown,,"['Spring', 'Summer', 'Fall']"
Dress,Velvet,Multicolor,Long Sleeve,"['Fall', 'Winter']"
Dress,Satin,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Red,Short Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,Cap Sleeve,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Khaki,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,All
Top,Polyester,White,Short Sleeve,Summer
Dress,Polyester,Pink,Sleeveless,Summer
Bottom,Polyester,Black,,Summer
Top,Schiffy,White,Cap Sleeve,Summer
Bottom,Polyester,Black and White,,Summer
Bottom,Mesh,Black,,Summer
Top,Cotton,White,Short Sleeve,Summer
Dress,Rayon,Yellow,Long Sleeve,"['Spring', 'Summer']"
Dress,Satin,Mint Green,Sleeveless,All
Dress,Rayon,Dusty Blue,Sleeveless,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,,"['Red', ' Bright']",,"['Spring', 'Summer']"
Dress,Satin,Hot Pink,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Black,Sleeveless,Summer
Dress,Metallic,Multicolor,Long Sleeve,All
Top,Viscose,Dusty Pink,Long Sleeve,Spring
Bottom,Polyester,Black,,All
Dress,,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Green,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Dark Green,Cap Sleeve,Summer
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Satin,Multicolor,Sleeveless,All
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Navy Blue,,All
Top,Polyester,Redwood,Half Sleeve,"['Spring', 'Summer']"
Bottom,Corduroy,Brown,,"['Fall', 'Winter']"
Top,Cotton,Light Grey,,Summer
Dress,Polyester,Grey,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Dusty Blue,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Rayon,Yellow,Short Sleeve,Summer
Bottom,Polyester,Pink,,Summer
Bottom,Corduroy,Black,,"['Fall', 'Winter']"
Dress,Satin,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Acrylic,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,,Summer
Dress,Polyester,Coffee Brown,Sleeveless,Summer
Dress,Polyester,Rust Brown,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,All
Top,Rayon,Apricot,,Summer
Bottom,Rayon,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Mint Green,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,All
Dress,Cotton,"['Yellow', ' Bright']",Short Sleeve,Summer
Dress,Rayon,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Rayon,Black,Sleeveless,Summer
Top,Rayon,"['Pastel', ' Lime Green']",,Summer
Bottom,Satin,Black,,Summer
Top,Polyester,Multicolor,,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Royal Blue,Sleeveless,Summer
Dress,Sequins,Black,Sleeveless,All
Dress,Rayon,Multicolor,Short Sleeve,Summer
Bottom,Corduroy,Black,,"['Fall', 'Winter']"
