Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
scarpa da ginnastica,y,n,chiaro,primavera_estate,pioggia,10,autunno,19
scarpa da ginnastica,n,y,chiaro,all,soleggiato,-4,inverno,19
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,7,primavera,18
scarpa classica,n,y,chiaro,inverno,soleggiato,6,inverno,23
scarpa classica,n,y,chiaro,autunno_inverno,nuvoloso,9,autunno,22
scarpa da ginnastica,n,y,chiaro,primavera_estate,pioggia,17,estate,24
scarpa da ginnastica,n,y,scuro,estate,nuvoloso,2,inverno,13
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,22,primavera,22
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,20,autunno,13
scarpe con tacchi,n,n,colorato,autunno_inverno,pioggia,11,primavera,19
scarpa da ginnastica,y,y,chiaro,inverno,soleggiato,31,estate,18
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,19,autunno,17
stivaletto alla caviglia,n,n,chiaro,inverno,soleggiato,10,primavera,13
scarpa da ginnastica,n,n,chiaro,autunno_inverno,soleggiato,10,autunno,22
scarpe con tacchi,y,n,colorato,estate,soleggiato,2,autunno,12
scarpa da ginnastica,n,y,chiaro,primavera_estate,soleggiato,15,autunno,17
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,10,primavera,21
scarpa da ginnastica,n,y,chiaro,all,pioggia,23,primavera,22
scarpa classica,n,y,chiaro,all,pioggia,15,autunno,23
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,soleggiato,18,autunno,17
scarpa classica,n,y,scuro,autunno_inverno,pioggia,14,primavera,22
scarpa classica,n,y,chiaro,primavera_estate,soleggiato,13,primavera,19
anfibi,n,y,colorato,autunno,soleggiato,16,autunno,19
scarpa da ginnastica,n,n,chiaro,estate,soleggiato,20,autunno,22
scarpa da ginnastica,n,y,scuro,all,nuvoloso,18,autunno,19
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,24,autunno,21
scarpa classica,n,n,scuro,autunno_inverno,soleggiato,18,autunno,21
scarpa da ginnastica,y,y,chiaro,inverno,pioggia,30,estate,16
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,21,primavera,15
scarpa da ginnastica,n,y,chiaro,estate,soleggiato,-2,primavera,17
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,14,autunno,22
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,7,inverno,24
scarpa da ginnastica,n,y,chiaro,all,pioggia,20,primavera,22
scarpe con tacchi,n,n,colorato,autunno_inverno,pioggia,22,estate,16
scarpa da ginnastica,y,n,chiaro,inverno,pioggia,26,estate,16
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,11,primavera,23
scarpe con tacchi,n,n,scuro,estate,nuvoloso,1,inverno,10
scarpe con tacchi,n,n,chiaro,estate,soleggiato,27,estate,28
scarpa da ginnastica,n,n,chiaro,estate,soleggiato,27,estate,29
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,9,inverno,17
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,7,inverno,24
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,14,autunno,22
scarpa da ginnastica,y,y,chiaro,inverno,nuvoloso,3,inverno,24
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,32,estate,9
scarpa classica,n,y,chiaro,primavera_estate,pioggia,8,primavera,22
scarpa da ginnastica,y,n,chiaro,inverno,pioggia,15,primavera,20
scarpa da ginnastica,n,y,scuro,all,soleggiato,25,estate,14
scarpe aperte,n,n,chiaro,primavera,pioggia,28,autunno,15
scarpa da ginnastica,n,y,colorato,autunno_inverno,soleggiato,29,estate,15
scarpa classica,n,y,scuro,autunno_inverno,nuvoloso,26,primavera,15
scarpa classica,n,y,scuro,inverno,nuvoloso,5,primavera,18
scarpa classica,n,y,scuro,primavera_estate,soleggiato,7,inverno,13
scarpa da ginnastica,y,y,chiaro,autunno_inverno,soleggiato,16,primavera,18
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,15,primavera,21
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,15,autunno,29
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,7,primavera,14
scarpa classica,y,n,colorato,all,soleggiato,31,estate,18
scarpa da ginnastica,n,y,colorato,autunno_inverno,nuvoloso,11,inverno,22
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,17,autunno,16
scarpa classica,n,y,colorato,autunno_inverno,pioggia,12,estate,22
scarpa classica,n,y,chiaro,primavera_estate,soleggiato,16,autunno,16
scarpe con tacchi,y,n,scuro,autunno_inverno,pioggia,23,estate,16
stivaletto alla caviglia,y,y,chiaro,inverno,pioggia,15,primavera,24
scarpe con tacchi,y,n,colorato,autunno_inverno,soleggiato,30,estate,14
scarpa da ginnastica,n,n,colorato,autunno_inverno,nuvoloso,24,estate,15
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,8,autunno,17
scarpa da ginnastica,n,y,scuro,all,soleggiato,20,autunno,14
scarpe con tacchi,n,n,chiaro,primavera_estate,pioggia,8,inverno,15
stivaletto alla caviglia,n,n,colorato,inverno,nuvoloso,20,autunno,14
scarpe con tacchi,n,n,chiaro,primavera_estate,soleggiato,32,estate,26
scarpa classica,n,n,colorato,autunno_inverno,soleggiato,22,autunno,18
scarpa classica,n,y,scuro,all,pioggia,9,primavera,23
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,7,inverno,31
scarpa da ginnastica,y,n,colorato,autunno_inverno,nuvoloso,4,autunno,21
scarpa da ginnastica,y,n,chiaro,estate,pioggia,1,primavera,20
scarpe aperte,n,n,scuro,estate,soleggiato,1,inverno,14
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,26,autunno,24
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,6,autunno,22
scarpa da ginnastica,n,n,colorato,all,nuvoloso,12,inverno,19
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,17,autunno,16
scarpa da ginnastica,y,y,scuro,inverno,pioggia,16,estate,20
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,20,autunno,17
stivaletto alla caviglia,n,n,chiaro,inverno,pioggia,27,autunno,24
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,soleggiato,19,autunno,17
stivaletto alla caviglia,n,y,scuro,autunno,nuvoloso,9,autunno,19
stivaletto alla caviglia,y,y,chiaro,autunno,nuvoloso,2,primavera,14
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,soleggiato,9,inverno,17
stivaletto alla caviglia,n,y,chiaro,autunno,soleggiato,22,primavera,17
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,23,estate,21
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,28,estate,5
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,23,estate,24
scarpa classica,n,y,scuro,autunno_inverno,pioggia,3,inverno,25
anfibi,n,y,scuro,autunno_inverno,neve,3,autunno,27
scarpa da ginnastica,n,y,scuro,primavera_estate,neve,2,inverno,16
scarpa da ginnastica,n,n,colorato,autunno_inverno,nuvoloso,5,inverno,22
scarpa da ginnastica,n,n,scuro,all,soleggiato,22,estate,14
scarpa da ginnastica,y,y,scuro,primavera_estate,nuvoloso,12,primavera,20
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,25,primavera,13
scarpa da ginnastica,y,y,chiaro,estate,nuvoloso,14,autunno,14
scarpa da ginnastica,y,n,colorato,inverno,pioggia,22,autunno,21
scarpa da ginnastica,y,y,chiaro,autunno_inverno,pioggia,29,estate,18
scarpa da ginnastica,y,y,colorato,autunno_inverno,nuvoloso,0,inverno,21
scarpa da ginnastica,n,n,scuro,all,pioggia,2,inverno,22
scarpa da ginnastica,n,y,colorato,all,soleggiato,10,autunno,19
scarpa da ginnastica,y,n,chiaro,autunno_inverno,pioggia,14,primavera,21
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,33,estate,5
stivaletto alla caviglia,y,n,scuro,autunno,nuvoloso,4,primavera,14
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,13,primavera,18
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,25,autunno,9
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,16,primavera,25
scarpe con tacchi,n,n,scuro,primavera_estate,nuvoloso,1,inverno,11
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,16,autunno,31
stivaletto alla caviglia,n,n,colorato,autunno,nuvoloso,1,inverno,16
stivaletto alla caviglia,n,n,chiaro,inverno,nuvoloso,12,inverno,20
stivaletto alla caviglia,y,n,colorato,autunno_inverno,soleggiato,14,autunno,17
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,soleggiato,31,estate,15
scarpa da ginnastica,y,n,colorato,autunno_inverno,nuvoloso,19,autunno,22
stivaletto alla caviglia,n,n,scuro,inverno,nuvoloso,9,primavera,14
stivaletto alla caviglia,y,n,colorato,inverno,soleggiato,21,autunno,13
scarpe aperte,y,n,scuro,estate,soleggiato,25,estate,20
scarpa classica,n,y,scuro,autunno_inverno,pioggia,36,autunno,23
scarpa da ginnastica,n,y,colorato,estate,pioggia,8,autunno,16
scarpa da ginnastica,n,n,colorato,primavera_estate,soleggiato,9,primavera,18
scarpa da ginnastica,n,y,colorato,all,soleggiato,19,autunno,19
scarpa da ginnastica,n,n,chiaro,primavera_estate,soleggiato,33,estate,27
scarpa da ginnastica,n,n,colorato,all,soleggiato,19,autunno,19
scarpa da ginnastica,n,y,chiaro,autunno_inverno,soleggiato,1,inverno,21
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,18,autunno,19
scarpe con tacchi,n,n,scuro,inverno,pioggia,20,estate,15
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,31,estate,18
scarpa da ginnastica,n,n,chiaro,estate,pioggia,13,autunno,17
scarpa classica,y,n,scuro,primavera_estate,soleggiato,2,inverno,13
scarpa da ginnastica,y,y,chiaro,primavera_estate,pioggia,22,autunno,21
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,19,autunno,17
anfibi,y,y,colorato,inverno,soleggiato,14,primavera,13
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,17,autunno,16
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,pioggia,23,estate,22
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,pioggia,21,primavera,22
scarpa da ginnastica,n,n,chiaro,primavera_estate,pioggia,13,autunno,19
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,15,primavera,25
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,14,autunno,31
stivaletto alla caviglia,y,y,scuro,autunno,nuvoloso,14,primavera,16
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,28,estate,23
scarpa da ginnastica,n,y,scuro,inverno,pioggia,26,autunno,20
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,28,estate,22
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,3,primavera,17
scarpa da ginnastica,y,n,chiaro,all,pioggia,28,estate,22
stivaletto alla caviglia,y,n,colorato,inverno,soleggiato,22,autunno,13
stivaletto alla caviglia,y,n,chiaro,inverno,pioggia,26,primavera,20
stivaletto alla caviglia,y,n,scuro,autunno_inverno,nuvoloso,4,autunno,17
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,4,inverno,15
stivaletto alla caviglia,y,n,chiaro,autunno,soleggiato,28,estate,16
scarpa da ginnastica,n,n,chiaro,primavera_estate,nuvoloso,-2,inverno,14
scarpa da ginnastica,y,n,chiaro,primavera_estate,pioggia,25,estate,25
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,10,autunno,19
scarpa da ginnastica,y,n,chiaro,estate,pioggia,25,estate,27
scarpa da ginnastica,y,n,scuro,primavera_estate,soleggiato,10,primavera,20
scarpa da ginnastica,n,n,chiaro,primavera_estate,pioggia,26,estate,25
anfibi,n,n,chiaro,inverno,nuvoloso,28,autunno,13
stivaletto alla caviglia,y,n,scuro,autunno_inverno,nuvoloso,1,inverno,17
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,pioggia,6,primavera,25
anfibi,n,y,chiaro,autunno,soleggiato,15,primavera,15
scarpa da ginnastica,n,y,colorato,all,soleggiato,17,autunno,19
scarpa classica,y,y,chiaro,autunno_inverno,pioggia,5,primavera,22
scarpa classica,y,y,scuro,inverno,pioggia,14,estate,22
scarpe aperte,n,n,chiaro,primavera_estate,soleggiato,13,primavera,21
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,28,estate,18
scarpe aperte,n,n,colorato,primavera,pioggia,15,autunno,16
scarpe aperte,y,n,chiaro,estate,pioggia,15,autunno,13
scarpe aperte,y,n,colorato,estate,pioggia,13,primavera,15
scarpa da ginnastica,n,n,scuro,estate,soleggiato,11,primavera,18
scarpa da ginnastica,n,y,scuro,estate,neve,0,primavera,19
scarpa da ginnastica,n,n,scuro,inverno,pioggia,2,primavera,21
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,18,primavera,27
scarpa classica,n,n,chiaro,primavera_estate,soleggiato,26,estate,26
stivaletto alla caviglia,n,y,scuro,autunno,nuvoloso,12,autunno,20
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,27,autunno,27
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,20,autunno,16
stivaletto alla caviglia,y,y,chiaro,autunno,pioggia,9,primavera,26
scarpa da ginnastica,y,y,chiaro,estate,pioggia,7,primavera,20
scarpa da ginnastica,y,y,colorato,inverno,nuvoloso,9,autunno,22
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,6,inverno,28
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,6,autunno,17
scarpa classica,y,y,colorato,primavera_estate,soleggiato,17,autunno,16
scarpa classica,y,n,scuro,primavera_estate,soleggiato,29,estate,16
stivaletto alla caviglia,y,n,chiaro,autunno_inverno,pioggia,34,estate,22
stivaletto alla caviglia,y,n,chiaro,inverno,pioggia,21,estate,21
scarpa classica,y,n,colorato,primavera_estate,nuvoloso,23,autunno,18
scarpa da ginnastica,n,n,scuro,all,pioggia,20,primavera,22
scarpa classica,y,y,chiaro,inverno,neve,0,inverno,27
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,27,autunno,21
scarpa da ginnastica,y,y,chiaro,all,soleggiato,9,primavera,19
scarpa da ginnastica,y,n,chiaro,autunno_inverno,pioggia,24,autunno,22
stivaletto alla caviglia,y,n,chiaro,autunno,nuvoloso,7,autunno,19
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,6,primavera,25
scarpa classica,n,n,chiaro,primavera_estate,neve,-3,inverno,17
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,26,estate,15
stivaletto alla caviglia,y,n,scuro,inverno,soleggiato,28,estate,3
scarpa classica,y,y,chiaro,inverno,nuvoloso,4,autunno,22
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,29,estate,25
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,10,primavera,25
scarpe con tacchi,y,n,chiaro,primavera_estate,pioggia,28,estate,23
scarpe con tacchi,y,n,chiaro,autunno_inverno,pioggia,19,primavera,19
scarpe con tacchi,y,n,scuro,autunno_inverno,pioggia,5,inverno,23
scarpe con tacchi,y,n,colorato,autunno_inverno,pioggia,26,autunno,20
scarpe con tacchi,y,n,colorato,autunno_inverno,pioggia,28,estate,16
scarpa classica,y,y,colorato,autunno_inverno,soleggiato,20,autunno,18
scarpe aperte,n,n,colorato,estate,pioggia,15,autunno,13
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,2,inverno,14
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,11,autunno,29
scarpe aperte,y,n,scuro,estate,pioggia,28,estate,21
scarpe con tacchi,y,n,chiaro,primavera_estate,pioggia,21,autunno,19
scarpe con tacchi,y,n,scuro,estate,pioggia,4,autunno,14
scarpe con tacchi,y,n,chiaro,inverno,pioggia,16,autunno,22
scarpe aperte,y,n,scuro,estate,pioggia,34,estate,21
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,-1,inverno,31
scarpe con tacchi,y,n,scuro,autunno_inverno,nuvoloso,11,primavera,15
scarpe con tacchi,n,n,chiaro,autunno_inverno,neve,5,inverno,20
scarpe con tacchi,n,n,scuro,estate,pioggia,6,autunno,14
stivaletto alla caviglia,n,y,chiaro,inverno,soleggiato,10,primavera,13
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,27,estate,20
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,pioggia,19,autunno,29
scarpa classica,y,y,chiaro,autunno_inverno,pioggia,32,estate,19
scarpa classica,y,y,chiaro,autunno_inverno,nuvoloso,11,primavera,18
scarpa da ginnastica,n,n,scuro,autunno_inverno,nuvoloso,8,autunno,22
scarpa da ginnastica,n,n,chiaro,all,soleggiato,16,primavera,19
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,6,inverno,19
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,soleggiato,17,inverno,17
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,30,estate,5
scarpe aperte,y,n,scuro,primavera,pioggia,10,inverno,15
scarpe aperte,n,n,chiaro,primavera,soleggiato,31,estate,25
scarpe aperte,n,n,chiaro,primavera,pioggia,17,estate,18
scarpa da ginnastica,y,n,chiaro,autunno_inverno,soleggiato,17,primavera,18
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,3,inverno,15
stivaletto alla caviglia,n,y,colorato,inverno,nuvoloso,8,primavera,14
scarpa da ginnastica,y,y,chiaro,estate,soleggiato,5,primavera,17
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,17,autunno,17
stivaletto alla caviglia,y,n,chiaro,autunno_inverno,soleggiato,14,inverno,17
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,25,estate,10
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,18,autunno,31
scarpa classica,n,n,chiaro,autunno_inverno,neve,-3,primavera,20
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,23,estate,7
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,23,autunno,28
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,16,estate,25
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,28,estate,5
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,soleggiato,17,primavera,13
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,27,estate,20
scarpa da ginnastica,y,y,colorato,estate,pioggia,17,autunno,19
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,12,autunno,29
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,22,estate,24
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,soleggiato,8,inverno,17
stivaletto alla caviglia,y,n,scuro,autunno_inverno,pioggia,20,autunno,26
scarpa da ginnastica,n,y,scuro,estate,neve,4,inverno,15
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,13,primavera,13
scarpa da ginnastica,y,n,chiaro,inverno,soleggiato,5,inverno,24
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,10,autunno,17
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,27,estate,5
scarpa da ginnastica,n,y,chiaro,estate,soleggiato,24,autunno,22
stivaletto alla caviglia,n,y,colorato,autunno_inverno,nuvoloso,4,inverno,17
scarpa classica,n,y,chiaro,autunno_inverno,soleggiato,4,inverno,20
scarpa da ginnastica,y,n,chiaro,autunno_inverno,soleggiato,9,primavera,18
scarpa da ginnastica,y,n,scuro,all,pioggia,12,primavera,22
stivaletto alla caviglia,y,y,chiaro,inverno,pioggia,4,primavera,25
stivaletto alla caviglia,n,y,chiaro,inverno,soleggiato,24,estate,14
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,19,primavera,25
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,31,estate,22
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,30,estate,11
scarpe aperte,y,n,scuro,estate,nuvoloso,-5,autunno,7
scarpa da ginnastica,y,y,chiaro,all,neve,-2,inverno,21
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,2,primavera,25
stivaletto alla caviglia,y,y,scuro,autunno_inverno,nuvoloso,23,estate,11
scarpe aperte,n,n,colorato,primavera,soleggiato,30,estate,20
scarpe aperte,n,n,chiaro,estate,soleggiato,18,autunno,17
scarpe aperte,n,n,chiaro,primavera_estate,pioggia,3,autunno,11
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,19,estate,24
scarpe aperte,y,n,colorato,estate,pioggia,26,estate,21
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,31,estate,20
scarpa da ginnastica,y,n,chiaro,inverno,nuvoloso,14,autunno,22
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,soleggiato,5,primavera,13
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,13,inverno,29
stivaletto alla caviglia,y,y,chiaro,autunno,pioggia,30,autunno,27
scarpa da ginnastica,n,y,colorato,all,soleggiato,2,primavera,19
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,5,primavera,25
scarpa classica,n,y,chiaro,all,nuvoloso,6,inverno,19
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,10,primavera,25
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,22,autunno,14
scarpa da ginnastica,n,y,scuro,inverno,pioggia,28,autunno,20
scarpe aperte,y,n,chiaro,estate,nuvoloso,5,primavera,11
scarpe aperte,y,n,scuro,primavera_estate,pioggia,14,autunno,13
scarpe aperte,y,n,chiaro,primavera,soleggiato,24,estate,28
scarpe aperte,y,n,chiaro,primavera_estate,soleggiato,-10,inverno,15
scarpe aperte,y,n,chiaro,primavera,nuvoloso,24,primavera,18
scarpe aperte,n,n,colorato,primavera_estate,pioggia,3,inverno,11
scarpe aperte,y,n,colorato,primavera_estate,soleggiato,6,inverno,15
scarpe aperte,n,n,colorato,primavera,pioggia,22,estate,19
scarpe aperte,y,n,colorato,primavera,soleggiato,19,autunno,20
scarpe aperte,y,n,colorato,primavera,pioggia,15,estate,18
scarpe aperte,y,n,chiaro,primavera,pioggia,8,autunno,13
scarpe aperte,y,n,scuro,estate,soleggiato,17,autunno,17
scarpe aperte,n,n,chiaro,primavera,pioggia,13,primavera,19
scarpe aperte,n,n,chiaro,primavera_estate,soleggiato,2,inverno,15
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,3,inverno,21
scarpa da ginnastica,y,n,scuro,all,pioggia,25,estate,22
scarpa da ginnastica,n,y,chiaro,all,soleggiato,24,estate,24
scarpa classica,n,y,colorato,all,soleggiato,24,autunno,18
