Materiale,Colore,Manica,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
poliestere,scuro,lunga,autunno,pioggia,28.3,estate,14
poliestere,colorato,lunga,autunno,pioggia,8.95,autunno,29
poliestere,scuro,lunga,estate,soleggiato,35.45,estate,10
cotone,scuro,corta,estate,soleggiato,33.0,autunno,19
cotone,scuro,corta,estate,soleggiato,31.1,estate,25
cotone,colorato,lunga,primavera_estate,nuvoloso,19.15,primavera,28
poliestere,colorato,lunga,autunno,pioggia,15.25,autunno,27
raso,chiaro,lunga,estate,soleggiato,6.050000000000001,inverno,17
poliestere,chiaro,lunga,estate,pioggia,18.55,primavera,25
poliestere,scuro,lunga,estate,pioggia,25.05,primavera,16
poliestere,scuro,lunga,estate,soleggiato,17.1,autunno,21
poliestere,scuro,corta,estate,nuvoloso,7.05,primavera,17
poliestere,scuro,lunga,estate,pioggia,13.5,inverno,22
cotone,scuro,corta,estate,pioggia,4.25,inverno,13
poliestere,scuro,lunga,estate,soleggiato,22.35,estate,18
cotone,chiaro,lunga,primavera_estate,pioggia,12.7,autunno,24
poliestere,chiaro,lunga,estate,pioggia,18.0,autunno,21
poliestere,chiaro,lunga,autunno,nuvoloso,20.7,primavera,19
raso,colorato,lunga,estate,nuvoloso,7.0,inverno,17
poliestere,scuro,lunga,primavera_estate,nuvoloso,5.15,primavera,28
poliestere,colorato,corta,estate,nuvoloso,5.0,autunno,13
poliestere,colorato,lunga,primavera_estate,pioggia,23.15,estate,22
cotone,chiaro,lunga,estate,soleggiato,2.3,inverno,23
poliestere,chiaro,lunga,autunno,nuvoloso,16.4,autunno,27
cotone,chiaro,lunga,autunno,soleggiato,26.200000000000003,estate,24
poliestere,scuro,lunga,estate,pioggia,30.200000000000003,estate,15
poliestere,scuro,lunga,autunno,nuvoloso,28.6,estate,14
cotone,scuro,corta,estate,pioggia,25.05,estate,29
poliestere,colorato,lunga,estate,pioggia,17.2,primavera,25
poliestere,chiaro,lunga,autunno,pioggia,33.95,estate,11
poliestere,chiaro,lunga,primavera_estate,soleggiato,27.7,estate,22
poliestere,colorato,corta,estate,pioggia,27.85,estate,24
cotone,chiaro,lunga,primavera_estate,neve,-3.95,primavera,28
poliestere,colorato,corta,estate,soleggiato,27.3,estate,24
cotone,chiaro,lunga,primavera_estate,nuvoloso,0.6500000000000004,autunno,24
poliestere,chiaro,lunga,autunno,pioggia,18.25,autunno,27
cotone,chiaro,corta,estate,soleggiato,2.8,inverno,13
velluto,scuro,lunga,autunno_inverno,soleggiato,26.0,autunno,10
raso,scuro,lunga,estate,pioggia,3.9,autunno,16
poliestere,chiaro,lunga,estate,pioggia,0.7500000000000002,inverno,23
poliestere,scuro,lunga,autunno,nuvoloso,6.699999999999999,inverno,27
poliestere,chiaro,lunga,estate,soleggiato,17.3,autunno,21
cotone,scuro,lunga,estate,soleggiato,2.7,primavera,27
poliestere,scuro,lunga,autunno,soleggiato,29.05,autunno,13
poliestere,scuro,corta,primavera_estate,soleggiato,3.5500000000000003,inverno,14
cotone,colorato,lunga,estate,pioggia,15.85,autunno,23
cotone,scuro,lunga,estate,pioggia,7.55,primavera,27
poliestere,chiaro,lunga,primavera_estate,soleggiato,12.9,primavera,27
poliestere,colorato,lunga,primavera_estate,pioggia,19.8,autunno,22
cotone,scuro,lunga,autunno,soleggiato,7.3,primavera,25
poliestere,scuro,lunga,primavera_estate,pioggia,14.85,primavera,27
cotone,scuro,lunga,autunno,pioggia,30.1,estate,16
poliestere,scuro,corta,estate,neve,3.55,inverno,13
poliestere,scuro,lunga,primavera_estate,pioggia,29.8,estate,17
poliestere,colorato,lunga,estate,soleggiato,6.15,autunno,23
poliestere,colorato,lunga,autunno,pioggia,11.7,inverno,26
cotone,chiaro,lunga,primavera_estate,pioggia,28.85,estate,22
poliestere,scuro,lunga,autunno,nuvoloso,12.85,autunno,28
poliestere,colorato,lunga,primavera_estate,soleggiato,19.950000000000003,autunno,22
cotone,chiaro,corta,estate,pioggia,10.55,primavera,19
poliestere,scuro,corta,estate,soleggiato,30.05,estate,20
cotone,scuro,lunga,autunno,soleggiato,8.7,autunno,29
poliestere,chiaro,corta,estate,nuvoloso,9.35,inverno,13
cotone,scuro,corta,estate,soleggiato,28.65,estate,24
cotone,scuro,corta,estate,nuvoloso,18.4,autunno,17
cotone,colorato,lunga,primavera_estate,pioggia,20.25,estate,25
cotone,scuro,corta,estate,pioggia,6.449999999999999,inverno,13
poliestere,colorato,corta,estate,pioggia,20.15,autunno,17
cotone,scuro,corta,estate,pioggia,13.65,primavera,19
poliestere,scuro,lunga,autunno,soleggiato,17.950000000000003,autunno,27
poliestere,colorato,lunga,primavera_estate,soleggiato,13.85,primavera,27
poliestere,chiaro,lunga,estate,pioggia,1.7999999999999998,inverno,23
cotone,chiaro,corta,estate,neve,2.0500000000000003,autunno,13
velluto,scuro,lunga,autunno_inverno,pioggia,19.75,estate,19
poliestere,scuro,lunga,autunno,soleggiato,28.6,estate,9
cotone,scuro,corta,estate,pioggia,21.75,estate,26
poliestere,scuro,lunga,autunno,pioggia,28.2,estate,14
cotone,scuro,lunga,primavera_estate,nuvoloso,3.25,inverno,24
poliestere,scuro,lunga,estate,soleggiato,6.45,primavera,27
cotone,chiaro,lunga,autunno,soleggiato,1.6,primavera,25
cotone,scuro,lunga,all,soleggiato,-0.6499999999999999,inverno,26
velluto,scuro,lunga,autunno_inverno,pioggia,8.2,primavera,24
poliestere,colorato,corta,estate,soleggiato,8.45,primavera,17
poliestere,scuro,lunga,estate,soleggiato,32.15,estate,10
cotone,chiaro,lunga,primavera_estate,soleggiato,19.45,primavera,28
poliestere,chiaro,lunga,autunno,soleggiato,9.95,primavera,25
cotone,scuro,lunga,primavera_estate,soleggiato,8.5,primavera,28
poliestere,scuro,corta,estate,soleggiato,30.15,estate,20
poliestere,scuro,corta,estate,pioggia,16.65,autunno,15
poliestere,colorato,corta,estate,pioggia,11.15,inverno,14
poliestere,scuro,lunga,autunno,pioggia,4.65,inverno,27
poliestere,scuro,corta,estate,soleggiato,11.15,autunno,14
poliestere,colorato,corta,estate,soleggiato,15.35,primavera,19
poliestere,chiaro,lunga,estate,soleggiato,24.75,autunno,22
poliestere,colorato,lunga,primavera_estate,nuvoloso,9.7,inverno,24
poliestere,scuro,corta,estate,pioggia,8.35,inverno,13
cotone,scuro,lunga,autunno,soleggiato,26.7,estate,14
cotone,chiaro,lunga,primavera_estate,pioggia,11.8,inverno,24
poliestere,colorato,lunga,autunno,soleggiato,31.15,estate,11
cotone,chiaro,corta,estate,neve,12.35,primavera,19
poliestere,colorato,lunga,primavera_estate,nuvoloso,25.85,estate,17
poliestere,chiaro,lunga,primavera_estate,soleggiato,6.45,inverno,24
poliestere,scuro,lunga,autunno,pioggia,27.55,estate,14
poliestere,scuro,lunga,primavera_estate,pioggia,14.85,primavera,27
poliestere,scuro,corta,estate,nuvoloso,1.5,inverno,13
poliestere,scuro,lunga,estate,pioggia,28.35,estate,18
poliestere,colorato,lunga,autunno,soleggiato,28.35,estate,14
cotone,colorato,corta,estate,soleggiato,4.75,inverno,13
poliestere,chiaro,lunga,autunno,pioggia,13.2,inverno,26
poliestere,scuro,lunga,primavera_estate,soleggiato,20.3,autunno,13
poliestere,colorato,lunga,estate,nuvoloso,7.6,primavera,27
cotone,colorato,lunga,primavera_estate,soleggiato,19.6,primavera,28
poliestere,scuro,lunga,autunno,nuvoloso,14.65,autunno,28
poliestere,scuro,corta,estate,nuvoloso,6.65,inverno,13
poliestere,scuro,lunga,estate,soleggiato,16.75,autunno,21
cotone,scuro,corta,estate,pioggia,25.700000000000003,estate,29
cotone,chiaro,lunga,autunno,pioggia,27.8,estate,19
poliestere,colorato,lunga,autunno,nuvoloso,27.1,estate,14
poliestere,chiaro,lunga,autunno,pioggia,3.65,inverno,27
poliestere,chiaro,lunga,autunno,pioggia,7.75,inverno,27
poliestere,colorato,lunga,estate,soleggiato,14.65,primavera,26
poliestere,chiaro,lunga,autunno,soleggiato,3.0,inverno,27
cotone,scuro,lunga,estate,pioggia,10.25,autunno,23
poliestere,chiaro,lunga,primavera_estate,soleggiato,26.6,estate,22
raso,scuro,lunga,primavera_estate,pioggia,12.1,autunno,18
poliestere,chiaro,lunga,autunno,neve,-7.649999999999999,primavera,25
raso,scuro,lunga,autunno,pioggia,2.35,primavera,18
poliestere,colorato,lunga,estate,pioggia,20.15,autunno,17
poliestere,colorato,lunga,all,soleggiato,3.1,primavera,26
poliestere,scuro,lunga,primavera_estate,soleggiato,30.7,estate,9
cotone,scuro,lunga,autunno,pioggia,17.450000000000003,estate,25
poliestere,scuro,lunga,estate,pioggia,11.9,primavera,26
poliestere,chiaro,lunga,primavera_estate,nuvoloso,15.3,autunno,22
poliestere,chiaro,lunga,estate,neve,8.25,inverno,23
cotone,scuro,lunga,estate,nuvoloso,3.0,inverno,23
cotone,colorato,corta,estate,soleggiato,-5.8,inverno,13
cotone,chiaro,lunga,autunno,soleggiato,31.45,estate,21
cotone,scuro,lunga,autunno,pioggia,6.95,primavera,25
cotone,scuro,corta,estate,soleggiato,6.9,inverno,13
cotone,chiaro,corta,estate,soleggiato,10.7,autunno,15
poliestere,chiaro,lunga,autunno,pioggia,5.3,inverno,27
cotone,scuro,lunga,primavera_estate,nuvoloso,3.85,inverno,24
poliestere,chiaro,corta,estate,nuvoloso,13.4,primavera,18
raso,colorato,lunga,estate,pioggia,36.1,estate,19
cotone,colorato,corta,estate,soleggiato,15.9,inverno,17
poliestere,scuro,lunga,estate,nuvoloso,-5.1,primavera,27
poliestere,colorato,lunga,autunno,soleggiato,2.4000000000000004,inverno,27
cotone,colorato,lunga,autunno,pioggia,14.95,autunno,29
poliestere,scuro,corta,estate,pioggia,5.75,autunno,13
poliestere,chiaro,corta,estate,pioggia,23.5,autunno,17
poliestere,scuro,lunga,primavera_estate,soleggiato,3.5,inverno,24
cotone,scuro,corta,estate,soleggiato,14.15,autunno,15
cotone,scuro,lunga,primavera_estate,soleggiato,30.4,estate,14
poliestere,scuro,lunga,estate,soleggiato,6.9,inverno,23
poliestere,colorato,corta,estate,pioggia,8.4,autunno,13
poliestere,scuro,lunga,autunno,pioggia,25.5,autunno,18
velluto,scuro,lunga,autunno_inverno,pioggia,4.55,primavera,25
cotone,colorato,corta,estate,pioggia,13.4,primavera,19
cotone,chiaro,lunga,estate,soleggiato,31.0,estate,25
poliestere,colorato,lunga,estate,soleggiato,23.95,estate,23
poliestere,colorato,lunga,autunno,soleggiato,7.85,inverno,27
poliestere,colorato,corta,estate,pioggia,32.8,estate,25
poliestere,chiaro,lunga,autunno,pioggia,19.3,primavera,23
poliestere,colorato,lunga,autunno,pioggia,24.05,estate,19
poliestere,colorato,lunga,autunno,soleggiato,4.55,inverno,27
cotone,chiaro,lunga,estate,pioggia,12.75,primavera,27
poliestere,colorato,lunga,autunno,pioggia,22.8,primavera,19
poliestere,colorato,lunga,autunno,pioggia,7.25,inverno,27
poliestere,colorato,lunga,estate,nuvoloso,10.75,inverno,22
poliestere,scuro,lunga,autunno,pioggia,25.45,estate,14
poliestere,scuro,corta,estate,soleggiato,2.95,inverno,13
tweed,chiaro,lunga,estate,soleggiato,19.85,autunno,19
poliestere,chiaro,corta,estate,soleggiato,1.9,inverno,13
raso,colorato,corta,estate,pioggia,11.0,primavera,13
cotone,chiaro,lunga,estate,soleggiato,13.3,primavera,27
cotone,colorato,lunga,autunno,soleggiato,33.4,estate,16
poliestere,scuro,lunga,autunno,nuvoloso,20.35,autunno,23
poliestere,chiaro,lunga,autunno,nuvoloso,4.65,inverno,27
poliestere,chiaro,lunga,autunno,soleggiato,25.05,estate,19
poliestere,chiaro,corta,estate,nuvoloso,8.45,inverno,13
poliestere,scuro,corta,estate,pioggia,28.75,estate,24
poliestere,colorato,corta,estate,pioggia,22.75,primavera,21
poliestere,chiaro,lunga,estate,soleggiato,30.0,estate,20
cotone,scuro,lunga,autunno,soleggiato,21.9,autunno,21
cotone,chiaro,corta,estate,pioggia,11.3,autunno,15
poliestere,scuro,corta,estate,pioggia,21.05,primavera,21
poliestere,colorato,lunga,autunno,pioggia,8.05,primavera,25
poliestere,colorato,corta,estate,soleggiato,14.9,primavera,18
poliestere,scuro,lunga,primavera_estate,soleggiato,14.1,autunno,23
cotone,colorato,lunga,estate,pioggia,4.6,primavera,27
poliestere,scuro,lunga,estate,soleggiato,27.6,estate,13
poliestere,colorato,lunga,primavera_estate,pioggia,4.75,inverno,24
poliestere,scuro,lunga,autunno,pioggia,10.5,inverno,26
poliestere,chiaro,corta,estate,soleggiato,15.1,autunno,15
poliestere,colorato,lunga,autunno,nuvoloso,17.5,autunno,27
poliestere,colorato,corta,estate,pioggia,3.15,inverno,13
poliestere,colorato,lunga,primavera,pioggia,19.85,autunno,23
poliestere,colorato,corta,estate,pioggia,13.0,autunno,14
cotone,chiaro,corta,estate,nuvoloso,0.25,inverno,13
poliestere,chiaro,corta,estate,neve,5.25,inverno,13
poliestere,scuro,lunga,estate,nuvoloso,-1.2999999999999998,inverno,23
poliestere,colorato,lunga,autunno,soleggiato,29.35,estate,14
velluto,scuro,corta,autunno_inverno,nuvoloso,1.9,inverno,19
cotone,chiaro,corta,estate,pioggia,8.7,inverno,13
poliestere,colorato,lunga,autunno,neve,2.5,inverno,27
poliestere,scuro,lunga,autunno,soleggiato,10.25,primavera,24
poliestere,scuro,lunga,primavera_estate,soleggiato,6.95,inverno,24
cotone,scuro,lunga,estate,soleggiato,27.3,estate,18
cotone,scuro,corta,estate,soleggiato,0.8000000000000003,inverno,13
cotone,colorato,lunga,autunno,soleggiato,-0.8000000000000003,inverno,27
poliestere,colorato,lunga,estate,nuvoloso,-13.55,inverno,23
poliestere,colorato,lunga,primavera_estate,pioggia,28.85,estate,17
poliestere,scuro,lunga,estate,pioggia,17.0,primavera,25
poliestere,colorato,lunga,autunno,soleggiato,1.2500000000000002,inverno,27
poliestere,colorato,corta,estate,soleggiato,28.4,estate,24
poliestere,chiaro,lunga,primavera_estate,soleggiato,19.8,primavera,26
poliestere,colorato,corta,estate,nuvoloso,13.1,primavera,18
poliestere,scuro,corta,estate,soleggiato,30.0,estate,20
cotone,scuro,lunga,estate,nuvoloso,2.1,inverno,23
cotone,colorato,corta,estate,soleggiato,20.95,primavera,24
raso,scuro,lunga,estate,soleggiato,19.1,autunno,17
cotone,colorato,lunga,autunno,soleggiato,2.1,primavera,25
cotone,scuro,lunga,autunno,soleggiato,9.75,primavera,25
cotone,chiaro,corta,estate,pioggia,22.4,estate,26
poliestere,scuro,lunga,primavera_estate,pioggia,29.85,estate,17
poliestere,scuro,lunga,autunno,soleggiato,20.3,primavera,14
poliestere,scuro,lunga,autunno,soleggiato,24.85,estate,14
poliestere,chiaro,corta,estate,pioggia,27.25,estate,24
poliestere,scuro,corta,estate,nuvoloso,16.85,primavera,19
poliestere,colorato,lunga,primavera_estate,soleggiato,-10.3,inverno,24
poliestere,scuro,lunga,estate,soleggiato,10.3,autunno,22
poliestere,scuro,lunga,estate,pioggia,26.75,estate,18
poliestere,chiaro,lunga,primavera,pioggia,5.6,inverno,25
cotone,colorato,corta,estate,pioggia,25.75,estate,29
velluto,scuro,lunga,autunno_inverno,nuvoloso,3.85,inverno,29
cotone,colorato,lunga,estate,soleggiato,29.05,estate,23
cotone,colorato,lunga,autunno,nuvoloso,2.6,inverno,27
poliestere,chiaro,lunga,autunno,soleggiato,13.75,autunno,28
raso,scuro,lunga,estate,pioggia,1.1,inverno,16
poliestere,colorato,corta,estate,soleggiato,26.05,autunno,18
cotone,chiaro,corta,estate,pioggia,10.4,autunno,15
poliestere,scuro,lunga,estate,soleggiato,8.7,primavera,27
poliestere,colorato,lunga,estate,soleggiato,33.2,estate,15
poliestere,chiaro,lunga,autunno,soleggiato,0.8500000000000001,inverno,27
poliestere,colorato,lunga,autunno,pioggia,29.25,estate,14
poliestere,colorato,lunga,autunno,soleggiato,31.85,estate,11
cotone,scuro,lunga,primavera_estate,soleggiato,34.35,estate,14
cotone,scuro,lunga,primavera_estate,pioggia,8.35,primavera,28
poliestere,scuro,lunga,autunno,soleggiato,9.85,primavera,25
poliestere,scuro,lunga,primavera,pioggia,33.7,estate,13
poliestere,colorato,corta,estate,neve,0.2999999999999998,inverno,13
poliestere,chiaro,corta,estate,pioggia,10.4,primavera,18
poliestere,colorato,corta,estate,pioggia,17.5,primavera,19
poliestere,colorato,corta,estate,pioggia,25.75,estate,24
poliestere,chiaro,lunga,estate,soleggiato,8.15,primavera,27
poliestere,chiaro,lunga,primavera_estate,soleggiato,20.45,primavera,27
cotone,scuro,lunga,primavera_estate,soleggiato,-7.65,inverno,24
poliestere,chiaro,lunga,estate,soleggiato,23.55,estate,28
poliestere,chiaro,lunga,estate,pioggia,21.65,estate,23
poliestere,scuro,lunga,autunno,soleggiato,1.8500000000000003,inverno,27
cotone,colorato,lunga,primavera_estate,soleggiato,2.05,inverno,24
cotone,chiaro,lunga,autunno,pioggia,10.6,inverno,27
poliestere,chiaro,lunga,estate,pioggia,3.85,autunno,23
cotone,chiaro,corta,estate,nuvoloso,25.65,estate,29
cotone,scuro,lunga,primavera_estate,nuvoloso,5.3,inverno,24
velluto,scuro,lunga,autunno_inverno,pioggia,4.3,inverno,29
poliestere,scuro,lunga,autunno,nuvoloso,20.45,autunno,23
poliestere,scuro,lunga,primavera_estate,pioggia,29.5,estate,17
poliestere,colorato,corta,estate,pioggia,24.35,estate,23
cotone,scuro,corta,estate,soleggiato,22.1,autunno,15
poliestere,colorato,corta,estate,pioggia,25.65,estate,24
poliestere,colorato,lunga,primavera,nuvoloso,19.7,autunno,23
poliestere,scuro,corta,estate,pioggia,16.5,primavera,19
cotone,scuro,lunga,estate,pioggia,18.05,autunno,23
poliestere,scuro,lunga,autunno,pioggia,25.1,autunno,18
seta,scuro,lunga,autunno,nuvoloso,20.15,primavera,21
cotone,chiaro,corta,estate,soleggiato,12.5,primavera,19
poliestere,colorato,lunga,estate,pioggia,6.949999999999999,autunno,23
cotone,scuro,lunga,estate,soleggiato,6.9,primavera,27
poliestere,scuro,lunga,autunno,pioggia,18.15,autunno,27
poliestere,chiaro,corta,estate,neve,2.8,inverno,13
cotone,scuro,lunga,estate,nuvoloso,6.4,inverno,23
poliestere,scuro,lunga,autunno,nuvoloso,23.65,primavera,19
cotone,scuro,lunga,estate,pioggia,8.3,inverno,23
poliestere,colorato,lunga,autunno,pioggia,16.45,autunno,27
poliestere,colorato,lunga,estate,nuvoloso,1.25,inverno,23
raso,colorato,lunga,estate,soleggiato,17.65,autunno,17
cotone,chiaro,corta,estate,nuvoloso,18.15,primavera,21
cotone,scuro,lunga,estate,soleggiato,26.85,estate,18
poliestere,scuro,lunga,estate,soleggiato,8.0,inverno,23
poliestere,scuro,lunga,primavera_estate,soleggiato,14.9,autunno,23
poliestere,colorato,lunga,autunno,soleggiato,19.25,autunno,27
cotone,scuro,lunga,autunno,soleggiato,27.4,estate,14
cotone,colorato,corta,estate,pioggia,12.9,primavera,19
poliestere,scuro,corta,estate,soleggiato,2.1,autunno,13
poliestere,colorato,lunga,autunno,pioggia,20.6,primavera,19
cotone,chiaro,lunga,estate,pioggia,13.65,primavera,27
cotone,scuro,corta,estate,soleggiato,10.7,autunno,15
cotone,chiaro,lunga,autunno,pioggia,17.3,primavera,25
poliestere,chiaro,corta,estate,soleggiato,11.2,autunno,14
poliestere,chiaro,corta,estate,pioggia,28.65,estate,24
poliestere,chiaro,lunga,primavera_estate,pioggia,8.15,primavera,28
cotone,chiaro,lunga,estate,soleggiato,21.5,primavera,29
cotone,colorato,corta,estate,pioggia,28.0,estate,29
poliestere,scuro,lunga,primavera_estate,pioggia,17.75,estate,26
poliestere,scuro,lunga,primavera_estate,soleggiato,29.700000000000003,estate,12
poliestere,scuro,lunga,autunno,pioggia,11.45,inverno,26
poliestere,scuro,lunga,autunno,soleggiato,27.85,estate,9
poliestere,colorato,corta,estate,pioggia,17.55,autunno,15
poliestere,scuro,lunga,estate,pioggia,17.3,autunno,21
poliestere,colorato,lunga,estate,pioggia,6.550000000000001,inverno,23
poliestere,chiaro,corta,primavera_estate,soleggiato,23.65,estate,27
poliestere,colorato,lunga,estate,soleggiato,33.0,estate,15
poliestere,chiaro,lunga,estate,soleggiato,33.0,estate,20
poliestere,scuro,lunga,estate,soleggiato,21.1,autunno,12
poliestere,chiaro,lunga,autunno,soleggiato,1.8,inverno,27
poliestere,colorato,lunga,primavera_estate,pioggia,16.2,autunno,22
poliestere,scuro,corta,estate,pioggia,24.65,primavera,21
cotone,chiaro,corta,estate,pioggia,19.15,autunno,17
poliestere,colorato,corta,estate,pioggia,25.0,estate,24
cotone,colorato,lunga,autunno,pioggia,12.35,inverno,27
poliestere,chiaro,lunga,autunno,pioggia,15.6,estate,23
poliestere,chiaro,corta,estate,pioggia,26.25,autunno,18
cotone,colorato,corta,estate,nuvoloso,3.0500000000000003,inverno,13
cotone,scuro,lunga,estate,soleggiato,24.55,estate,21
cotone,chiaro,lunga,estate,pioggia,28.15,estate,23
poliestere,scuro,lunga,autunno,pioggia,11.7,primavera,24
cotone,scuro,corta,estate,pioggia,13.5,autunno,15
poliestere,chiaro,corta,estate,nuvoloso,10.7,primavera,18
poliestere,scuro,lunga,primavera_estate,pioggia,3.35,inverno,24
cotone,scuro,corta,estate,pioggia,11.35,primavera,19
poliestere,scuro,lunga,primavera_estate,pioggia,14.05,inverno,23
poliestere,scuro,lunga,estate,soleggiato,0.8,inverno,23
cotone,chiaro,corta,estate,pioggia,30.950000000000003,estate,30
