Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
poliestere,scuro,corto,all,2022-07-31,soleggiato,31.0,estate,luglio
velluto,scuro,corto,autunno_inverno,2022-06-12,soleggiato,23.85,estate,giugno
poliestere,colorato,corto,estate,2022-08-26,pioggia,31.3,estate,agosto
poliestere,colorato,corto,estate,2022-09-28,pioggia,4.9,autunno,settembre
poliestere,scuro,corto,estate,2022-09-05,nuvoloso,21.35,autunno,settembre
poliestere,colorato,corto,estate,2022-11-25,nuvoloso,14.8,autunno,novembre
poliestere,scuro,corto,primavera_estate,2022-08-22,pioggia,19.700000000000003,estate,agosto
poliestere,scuro,corto,all,2022-10-08,soleggiato,21.15,autunno,ottobre
poliestere,chiaro,corto,all,2022-03-30,pioggia,9.25,primavera,marzo
poliestere,scuro,corto,estate,2022-03-08,neve,-7.300000000000001,primavera,marzo
raso,colorato,corto,all,2022-02-19,pioggia,5.5,inverno,febbraio
cotone,colorato,corto,all,2022-02-05,soleggiato,5.300000000000001,inverno,febbraio
poliestere,scuro,corto,autunno_inverno,2022-07-15,soleggiato,28.35,estate,luglio
poliestere,scuro,corto,estate,2022-08-21,soleggiato,20.75,estate,agosto
velluto,colorato,corto,autunno_inverno,2022-10-21,pioggia,17.95,autunno,ottobre
poliestere,scuro,corto,estate,2022-06-19,soleggiato,26.55,estate,giugno
cotone,chiaro,corto,estate,2022-06-12,soleggiato,18.4,estate,giugno
cotone,scuro,corto,estate,2022-05-24,pioggia,19.45,primavera,maggio
poliestere,colorato,corto,estate,2022-05-19,soleggiato,13.25,primavera,maggio
poliestere,scuro,corto,estate,2022-11-28,nuvoloso,4.5,autunno,novembre
poliestere,chiaro,corto,primavera_estate,2022-09-08,nuvoloso,27.3,autunno,settembre
poliestere,chiaro,corto,estate,2022-04-10,pioggia,3.4,primavera,aprile
poliestere,scuro,corto,all,2022-06-11,soleggiato,21.2,estate,giugno
poliestere,scuro,corto,all,2022-11-18,pioggia,16.15,autunno,novembre
poliestere,scuro,corto,autunno,2022-11-04,neve,3.4,autunno,novembre
poliestere,colorato,corto,all,2022-02-08,soleggiato,2.95,inverno,febbraio
poliestere,scuro,corto,all,2022-08-17,pioggia,24.85,estate,agosto
poliestere,scuro,corto,estate,2022-02-23,soleggiato,9.95,inverno,febbraio
poliestere,colorato,corto,estate,2022-11-01,soleggiato,15.1,autunno,novembre
poliestere,scuro,corto,estate,2022-12-02,pioggia,3.2,inverno,dicembre
cotone,scuro,corto,all,2022-08-25,soleggiato,28.5,estate,agosto
poliestere,scuro,corto,estate,2022-03-17,nuvoloso,8.899999999999999,primavera,marzo
cotone,scuro,corto,all,2022-10-12,soleggiato,17.3,autunno,ottobre
poliestere,scuro,corto,all,2022-07-28,pioggia,27.6,estate,luglio
velluto,scuro,corto,autunno_inverno,2022-11-05,soleggiato,11.95,autunno,novembre
velluto,scuro,corto,autunno_inverno,2022-04-11,soleggiato,8.6,primavera,aprile
poliestere,scuro,corto,all,2022-11-13,pioggia,10.4,autunno,novembre
cotone,chiaro,corto,all,2022-03-31,pioggia,7.300000000000001,primavera,marzo
poliestere,colorato,corto,all,2022-12-23,nuvoloso,11.3,inverno,dicembre
cotone,colorato,corto,estate,2022-06-23,soleggiato,31.55,estate,giugno
poliestere,chiaro,corto,all,2022-07-08,soleggiato,22.1,estate,luglio
poliestere,colorato,corto,estate,2022-03-20,pioggia,8.05,primavera,marzo
cotone,scuro,corto,all,2022-05-02,pioggia,14.7,primavera,maggio
poliestere,scuro,corto,all,2022-11-17,pioggia,8.8,autunno,novembre
cotone,colorato,corto,all,2022-10-07,soleggiato,15.05,autunno,ottobre
poliestere,colorato,corto,estate,2022-12-18,nuvoloso,10.15,inverno,dicembre
cotone,colorato,corto,estate,2022-08-15,pioggia,16.25,estate,agosto
poliestere,colorato,corto,estate,2022-09-08,pioggia,25.55,autunno,settembre
poliestere,scuro,corto,autunno_inverno,2022-11-28,neve,-6.5,autunno,novembre
poliestere,colorato,corto,all,2022-10-26,soleggiato,21.0,autunno,ottobre
poliestere,colorato,corto,estate,2022-04-23,pioggia,13.1,primavera,aprile
poliestere,colorato,corto,primavera_estate,2022-11-07,pioggia,2.6,autunno,novembre
poliestere,chiaro,corto,estate,2022-01-04,nuvoloso,5.15,inverno,gennaio
velluto,scuro,corto,all,2022-10-22,nuvoloso,20.4,autunno,ottobre
poliestere,scuro,corto,all,2022-02-10,soleggiato,8.149999999999999,inverno,febbraio
velluto,scuro,corto,autunno_inverno,2022-09-26,pioggia,20.75,autunno,settembre
poliestere,chiaro,corto,estate,2022-10-24,pioggia,19.65,autunno,ottobre
cotone,scuro,corto,all,2022-11-04,pioggia,17.0,autunno,novembre
poliestere,chiaro,corto,all,2022-01-20,pioggia,9.15,inverno,gennaio
cotone,chiaro,corto,estate,2022-04-11,soleggiato,9.4,primavera,aprile
poliestere,colorato,corto,all,2022-09-04,pioggia,27.65,autunno,settembre
cotone,chiaro,corto,estate,2022-07-07,pioggia,30.55,estate,luglio
poliestere,colorato,corto,all,2022-04-26,nuvoloso,13.55,primavera,aprile
poliestere,colorato,corto,estate,2022-04-05,pioggia,16.200000000000003,primavera,aprile
poliestere,colorato,corto,autunno_inverno,2022-10-24,soleggiato,20.3,autunno,ottobre
poliestere,colorato,corto,estate,2022-10-01,pioggia,11.65,autunno,ottobre
cotone,chiaro,corto,estate,2022-04-03,pioggia,0.3000000000000002,primavera,aprile
poliestere,colorato,corto,estate,2022-10-15,soleggiato,18.2,autunno,ottobre
poliestere,colorato,corto,estate,2022-11-11,soleggiato,15.75,autunno,novembre
poliestere,scuro,corto,all,2022-10-28,soleggiato,14.7,autunno,ottobre
raso,chiaro,corto,primavera_estate,2022-07-22,pioggia,20.3,estate,luglio
cotone,scuro,corto,all,2022-10-21,pioggia,18.1,autunno,ottobre
poliestere,colorato,corto,all,2022-05-22,soleggiato,25.9,primavera,maggio
poliestere,colorato,corto,estate,2022-05-21,soleggiato,16.950000000000003,primavera,maggio
poliestere,scuro,corto,primavera_estate,2022-03-29,nuvoloso,6.6000000000000005,primavera,marzo
raso,scuro,corto,primavera_estate,2022-02-06,neve,0.8999999999999999,inverno,febbraio
poliestere,colorato,corto,estate,2022-05-15,pioggia,16.9,primavera,maggio
poliestere,chiaro,corto,estate,2022-03-21,neve,-1.65,primavera,marzo
poliestere,scuro,corto,autunno_inverno,2022-01-05,soleggiato,6.9,inverno,gennaio
poliestere,scuro,corto,all,2022-04-29,soleggiato,17.15,primavera,aprile
poliestere,colorato,corto,all,2022-09-29,pioggia,7.449999999999999,autunno,settembre
poliestere,colorato,corto,all,2022-05-08,pioggia,18.9,primavera,maggio
poliestere,scuro,corto,all,2022-03-24,soleggiato,9.5,primavera,marzo
poliestere,scuro,corto,all,2022-08-06,pioggia,19.65,estate,agosto
poliestere,chiaro,corto,all,2022-11-01,nuvoloso,14.75,autunno,novembre
cotone,chiaro,corto,all,2022-01-31,pioggia,4.75,inverno,gennaio
poliestere,colorato,corto,estate,2022-10-03,pioggia,16.05,autunno,ottobre
poliestere,chiaro,corto,all,2022-04-29,soleggiato,14.8,primavera,aprile
cotone,scuro,corto,primavera_estate,2022-04-07,neve,8.1,primavera,aprile
cotone,colorato,corto,all,2022-02-16,neve,2.9,inverno,febbraio
raso,colorato,corto,all,2022-06-15,soleggiato,29.6,estate,giugno
poliestere,scuro,corto,all,2022-01-26,soleggiato,5.4,inverno,gennaio
poliestere,chiaro,corto,estate,2022-04-23,neve,8.25,primavera,aprile
poliestere,colorato,corto,all,2022-11-06,pioggia,12.4,autunno,novembre
raso,scuro,corto,estate,2022-08-20,pioggia,25.75,estate,agosto
poliestere,scuro,corto,all,2022-12-15,pioggia,2.5,inverno,dicembre
poliestere,colorato,corto,primavera_estate,2022-11-29,nuvoloso,8.15,autunno,novembre
poliestere,colorato,corto,estate,2022-10-30,soleggiato,17.799999999999997,autunno,ottobre
poliestere,colorato,corto,all,2022-02-10,soleggiato,4.6,inverno,febbraio
poliestere,colorato,corto,primavera_estate,2022-02-03,soleggiato,6.0,inverno,febbraio
poliestere,chiaro,corto,all,2022-02-08,soleggiato,-2.6,inverno,febbraio
poliestere,chiaro,corto,all,2022-03-09,soleggiato,3.05,primavera,marzo
poliestere,colorato,corto,all,2022-08-04,soleggiato,31.200000000000003,estate,agosto
poliestere,chiaro,corto,estate,2022-10-29,soleggiato,19.65,autunno,ottobre
poliestere,colorato,corto,estate,2022-08-03,soleggiato,29.05,estate,agosto
cotone,chiaro,corto,primavera,2022-03-24,soleggiato,5.15,primavera,marzo
poliestere,colorato,corto,estate,2022-09-26,pioggia,19.25,autunno,settembre
poliestere,colorato,corto,estate,2022-10-30,soleggiato,13.25,autunno,ottobre
poliestere,scuro,corto,all,2022-09-28,pioggia,14.15,autunno,settembre
poliestere,colorato,corto,estate,2022-05-11,soleggiato,18.55,primavera,maggio
poliestere,scuro,corto,estate,2022-08-23,soleggiato,25.700000000000003,estate,agosto
poliestere,colorato,corto,estate,2022-12-03,pioggia,11.55,inverno,dicembre
poliestere,chiaro,corto,estate,2022-10-02,pioggia,19.05,autunno,ottobre
poliestere,scuro,corto,all,2022-01-24,pioggia,6.15,inverno,gennaio
poliestere,chiaro,corto,estate,2022-12-04,pioggia,15.9,inverno,dicembre
poliestere,scuro,corto,all,2022-06-28,pioggia,30.0,estate,giugno
cotone,scuro,corto,estate,2022-06-11,soleggiato,23.0,estate,giugno
poliestere,colorato,corto,estate,2022-04-25,neve,2.0,primavera,aprile
poliestere,colorato,corto,all,2022-05-13,soleggiato,21.65,primavera,maggio
poliestere,scuro,corto,all,2022-06-20,soleggiato,26.05,estate,giugno
poliestere,colorato,corto,estate,2022-08-14,soleggiato,26.3,estate,agosto
poliestere,scuro,corto,estate,2022-01-25,nuvoloso,0.3500000000000001,inverno,gennaio
poliestere,scuro,corto,all,2022-11-08,soleggiato,14.3,autunno,novembre
poliestere,colorato,corto,all,2022-12-22,neve,3.95,inverno,dicembre
poliestere,colorato,corto,estate,2022-03-31,pioggia,9.85,primavera,marzo
poliestere,colorato,corto,estate,2022-02-04,nuvoloso,8.25,inverno,febbraio
velluto,scuro,corto,autunno_inverno,2022-11-14,pioggia,9.4,autunno,novembre
poliestere,scuro,corto,all,2022-01-08,soleggiato,2.5,inverno,gennaio
poliestere,colorato,corto,estate,2022-02-04,nuvoloso,4.7,inverno,febbraio
poliestere,colorato,corto,estate,2022-06-08,pioggia,23.65,estate,giugno
poliestere,scuro,corto,estate,2022-12-06,nuvoloso,13.15,inverno,dicembre
raso,chiaro,corto,estate,2022-10-11,pioggia,21.25,autunno,ottobre
poliestere,scuro,corto,all,2022-10-31,soleggiato,17.049999999999997,autunno,ottobre
poliestere,colorato,corto,primavera_estate,2022-02-06,nuvoloso,5.1,inverno,febbraio
poliestere,chiaro,corto,all,2022-03-31,pioggia,16.2,primavera,marzo
poliestere,colorato,corto,estate,2022-12-11,soleggiato,-10.35,inverno,dicembre
poliestere,scuro,corto,estate,2022-02-09,soleggiato,6.3500000000000005,inverno,febbraio
poliestere,colorato,corto,all,2022-05-21,soleggiato,21.45,primavera,maggio
poliestere,scuro,corto,autunno_inverno,2022-09-22,soleggiato,13.65,autunno,settembre
cotone,colorato,corto,estate,2022-02-13,pioggia,8.45,inverno,febbraio
poliestere,chiaro,corto,estate,2022-05-29,pioggia,22.3,primavera,maggio
poliestere,colorato,corto,estate,2022-06-13,pioggia,23.1,estate,giugno
poliestere,colorato,corto,estate,2022-03-24,soleggiato,8.9,primavera,marzo
cotone,chiaro,corto,all,2022-12-14,nuvoloso,0.65,inverno,dicembre
poliestere,scuro,corto,all,2022-01-21,soleggiato,-10.7,inverno,gennaio
poliestere,chiaro,corto,all,2022-01-04,pioggia,9.95,inverno,gennaio
velluto,scuro,corto,autunno_inverno,2022-06-16,pioggia,24.5,estate,giugno
poliestere,scuro,corto,estate,2022-05-23,pioggia,27.4,primavera,maggio
cotone,colorato,corto,all,2022-07-23,soleggiato,31.1,estate,luglio
poliestere,colorato,corto,all,2022-11-04,pioggia,14.35,autunno,novembre
poliestere,chiaro,corto,autunno_inverno,2022-09-26,pioggia,19.75,autunno,settembre
poliestere,scuro,corto,estate,2022-10-26,pioggia,18.7,autunno,ottobre
cotone,colorato,corto,all,2022-08-29,soleggiato,27.95,estate,agosto
velluto,scuro,corto,autunno_inverno,2022-03-03,pioggia,5.7,primavera,marzo
cotone,scuro,corto,primavera_estate,2022-12-06,soleggiato,-1.95,inverno,dicembre
cotone,scuro,corto,all,2022-09-20,pioggia,22.25,autunno,settembre
poliestere,scuro,corto,all,2022-07-12,pioggia,21.55,estate,luglio
poliestere,colorato,corto,estate,2022-06-11,soleggiato,23.3,estate,giugno
poliestere,colorato,corto,estate,2022-10-19,soleggiato,18.4,autunno,ottobre
poliestere,scuro,corto,estate,2022-02-21,pioggia,11.25,inverno,febbraio
poliestere,scuro,corto,all,2022-11-25,nuvoloso,3.9,autunno,novembre
cotone,chiaro,corto,all,2022-03-29,nuvoloso,10.45,primavera,marzo
poliestere,scuro,corto,all,2022-03-06,soleggiato,1.15,primavera,marzo
cotone,colorato,corto,estate,2022-10-17,soleggiato,19.55,autunno,ottobre
cotone,colorato,corto,primavera_estate,2022-02-15,pioggia,9.5,inverno,febbraio
poliestere,chiaro,corto,estate,2022-08-22,pioggia,30.15,estate,agosto
seta,colorato,corto,estate,2022-07-03,soleggiato,32.55,estate,luglio
poliestere,chiaro,corto,all,2022-02-15,pioggia,4.300000000000001,inverno,febbraio
poliestere,colorato,corto,estate,2022-06-10,soleggiato,22.8,estate,giugno
poliestere,chiaro,corto,all,2022-05-23,nuvoloso,20.9,primavera,maggio
poliestere,colorato,corto,all,2022-12-22,nuvoloso,11.9,inverno,dicembre
poliestere,chiaro,corto,estate,2022-10-12,pioggia,8.95,autunno,ottobre
poliestere,scuro,corto,estate,2022-06-13,pioggia,26.55,estate,giugno
cotone,scuro,corto,all,2022-10-20,pioggia,17.85,autunno,ottobre
poliestere,chiaro,corto,estate,2022-07-04,pioggia,20.45,estate,luglio
poliestere,colorato,corto,estate,2022-11-20,pioggia,7.75,autunno,novembre
poliestere,scuro,corto,all,2022-07-02,soleggiato,26.35,estate,luglio
poliestere,colorato,corto,all,2022-04-19,soleggiato,10.65,primavera,aprile
poliestere,scuro,corto,all,2022-04-26,pioggia,10.3,primavera,aprile
cotone,scuro,corto,all,2022-06-30,pioggia,24.0,estate,giugno
poliestere,scuro,corto,estate,2022-05-23,pioggia,16.45,primavera,maggio
cotone,colorato,corto,all,2022-10-11,soleggiato,17.299999999999997,autunno,ottobre
poliestere,scuro,corto,all,2022-04-27,nuvoloso,14.35,primavera,aprile
cotone,chiaro,corto,all,2022-02-08,soleggiato,7.95,inverno,febbraio
poliestere,scuro,corto,all,2022-09-06,soleggiato,27.35,autunno,settembre
poliestere,chiaro,corto,estate,2022-03-21,pioggia,5.1,primavera,marzo
cotone,chiaro,corto,estate,2022-08-09,pioggia,22.6,estate,agosto
poliestere,scuro,corto,all,2022-11-18,pioggia,17.2,autunno,novembre
poliestere,scuro,corto,all,2022-03-20,soleggiato,5.0,primavera,marzo
poliestere,colorato,corto,all,2022-04-16,pioggia,17.25,primavera,aprile
cotone,chiaro,corto,all,2022-01-14,soleggiato,-4.8,inverno,gennaio
cotone,scuro,corto,primavera_estate,2022-06-16,pioggia,29.1,estate,giugno
poliestere,colorato,corto,primavera_estate,2022-03-15,pioggia,-1.65,primavera,marzo
cotone,scuro,corto,all,2022-07-17,pioggia,30.4,estate,luglio
poliestere,colorato,corto,estate,2022-02-03,soleggiato,6.1,inverno,febbraio
poliestere,colorato,corto,all,2022-09-11,soleggiato,26.15,autunno,settembre
poliestere,scuro,corto,all,2022-04-26,neve,2.85,primavera,aprile
cotone,scuro,corto,all,2022-05-23,pioggia,25.2,primavera,maggio
poliestere,scuro,corto,estate,2022-09-25,nuvoloso,24.1,autunno,settembre
poliestere,scuro,corto,estate,2022-07-16,pioggia,19.45,estate,luglio
poliestere,colorato,corto,estate,2022-10-15,nuvoloso,12.3,autunno,ottobre
poliestere,colorato,corto,estate,2022-11-03,nuvoloso,11.65,autunno,novembre
poliestere,scuro,corto,all,2022-08-25,pioggia,25.8,estate,agosto
poliestere,colorato,corto,estate,2022-01-26,soleggiato,-2.1,inverno,gennaio
poliestere,colorato,corto,all,2022-04-16,soleggiato,17.5,primavera,aprile
poliestere,colorato,corto,estate,2022-10-28,soleggiato,17.4,autunno,ottobre
poliestere,scuro,corto,estate,2022-05-06,pioggia,10.1,primavera,maggio
cotone,chiaro,corto,estate,2022-03-10,soleggiato,5.0,primavera,marzo
poliestere,colorato,corto,estate,2022-04-07,pioggia,10.65,primavera,aprile
poliestere,scuro,corto,estate,2022-01-10,neve,-1.55,inverno,gennaio
poliestere,scuro,corto,estate,2022-05-28,pioggia,18.5,primavera,maggio
poliestere,colorato,corto,all,2022-11-19,soleggiato,7.0,autunno,novembre
cotone,scuro,corto,estate,2022-02-06,pioggia,7.95,inverno,febbraio
poliestere,colorato,corto,all,2022-04-18,pioggia,12.3,primavera,aprile
poliestere,scuro,corto,estate,2022-06-30,soleggiato,28.3,estate,giugno
poliestere,scuro,corto,estate,2022-04-25,pioggia,12.75,primavera,aprile
poliestere,colorato,corto,estate,2022-08-04,pioggia,21.1,estate,agosto
poliestere,colorato,corto,primavera,2022-02-22,pioggia,5.45,inverno,febbraio
cotone,chiaro,corto,primavera,2022-02-16,pioggia,1.4,inverno,febbraio
poliestere,colorato,corto,estate,2022-08-13,pioggia,25.1,estate,agosto
poliestere,colorato,corto,estate,2022-02-02,neve,-2.35,inverno,febbraio
poliestere,scuro,corto,primavera,2022-06-07,pioggia,25.3,estate,giugno
poliestere,scuro,corto,primavera_estate,2022-11-14,pioggia,12.15,autunno,novembre
poliestere,colorato,corto,all,2022-05-28,pioggia,22.5,primavera,maggio
cotone,scuro,corto,estate,2022-03-29,nuvoloso,11.15,primavera,marzo
poliestere,chiaro,corto,estate,2022-04-24,soleggiato,10.65,primavera,aprile
poliestere,scuro,corto,all,2022-11-12,nuvoloso,10.9,autunno,novembre
poliestere,colorato,corto,all,2022-05-28,pioggia,23.9,primavera,maggio
poliestere,colorato,corto,all,2022-05-08,pioggia,17.7,primavera,maggio
poliestere,chiaro,corto,estate,2022-01-30,soleggiato,2.0,inverno,gennaio
poliestere,scuro,corto,all,2022-04-29,nuvoloso,14.8,primavera,aprile
poliestere,scuro,corto,all,2022-05-06,pioggia,14.3,primavera,maggio
poliestere,scuro,corto,estate,2022-11-30,pioggia,12.0,autunno,novembre
cotone,scuro,corto,all,2022-02-20,soleggiato,4.6000000000000005,inverno,febbraio
poliestere,colorato,corto,primavera,2022-05-03,pioggia,13.9,primavera,maggio
poliestere,scuro,corto,estate,2022-04-05,soleggiato,7.85,primavera,aprile
poliestere,scuro,corto,estate,2022-05-10,pioggia,17.2,primavera,maggio
cotone,scuro,corto,estate,2022-03-08,soleggiato,0.1,primavera,marzo
poliestere,colorato,corto,estate,2022-09-10,pioggia,22.15,autunno,settembre
poliestere,scuro,corto,all,2022-09-01,pioggia,21.2,autunno,settembre
poliestere,colorato,corto,estate,2022-11-30,pioggia,3.2,autunno,novembre
poliestere,scuro,corto,estate,2022-07-12,pioggia,26.15,estate,luglio
poliestere,colorato,corto,estate,2022-01-08,soleggiato,6.050000000000001,inverno,gennaio
cotone,scuro,corto,all,2022-12-23,nuvoloso,6.0,inverno,dicembre
poliestere,chiaro,corto,primavera_estate,2022-01-27,nuvoloso,0.6499999999999999,inverno,gennaio
poliestere,scuro,corto,estate,2022-07-11,pioggia,26.9,estate,luglio
poliestere,scuro,corto,all,2022-09-30,pioggia,14.75,autunno,settembre
poliestere,chiaro,corto,all,2022-06-14,pioggia,21.8,estate,giugno
poliestere,colorato,corto,estate,2022-04-10,soleggiato,4.199999999999999,primavera,aprile
poliestere,chiaro,corto,autunno_inverno,2022-12-13,pioggia,3.15,inverno,dicembre
poliestere,colorato,corto,all,2022-05-30,nuvoloso,19.05,primavera,maggio
poliestere,scuro,corto,estate,2022-08-31,pioggia,27.45,estate,agosto
poliestere,scuro,corto,all,2022-12-17,pioggia,5.1,inverno,dicembre
poliestere,chiaro,corto,estate,2022-07-15,soleggiato,31.25,estate,luglio
poliestere,colorato,corto,estate,2022-11-29,pioggia,0.9999999999999998,autunno,novembre
cotone,scuro,corto,all,2022-01-25,soleggiato,2.85,inverno,gennaio
poliestere,scuro,corto,all,2022-12-21,pioggia,4.199999999999999,inverno,dicembre
cotone,chiaro,corto,estate,2022-12-03,pioggia,4.55,inverno,dicembre
cotone,chiaro,corto,estate,2022-12-07,pioggia,12.85,inverno,dicembre
poliestere,chiaro,corto,estate,2022-07-01,soleggiato,30.35,estate,luglio
velluto,scuro,corto,autunno_inverno,2022-03-01,soleggiato,-0.1,primavera,marzo
cotone,colorato,corto,estate,2022-03-04,pioggia,5.8500000000000005,primavera,marzo
cotone,colorato,corto,estate,2022-05-30,pioggia,5.6,primavera,maggio
poliestere,colorato,corto,estate,2022-09-09,pioggia,23.85,autunno,settembre
poliestere,colorato,corto,estate,2022-07-02,soleggiato,34.75,estate,luglio
poliestere,colorato,corto,primavera_estate,2022-10-11,soleggiato,17.75,autunno,ottobre
poliestere,scuro,corto,estate,2022-01-19,nuvoloso,2.3000000000000003,inverno,gennaio
poliestere,scuro,corto,all,2022-08-14,soleggiato,22.35,estate,agosto
poliestere,colorato,corto,primavera_estate,2022-09-25,pioggia,19.2,autunno,settembre
