Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione
scarpe aperte,n,n,Chiaro,estate,neve,-3,primavera
scarpe aperte,y,n,Chiaro,estate,neve,5,inverno
scarpa classica,n,y,colorato,autunno_inverno,soleggiato,18,autunno
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,28,estate
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,19,primavera
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,27,estate
scarpe con tacchi,n,n,colorato,primavera_estate,soleggiato,33,estate
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,17,primavera
scarpa classica,n,y,scuro,primavera_estate,soleggiato,7,primavera
scarpe aperte,n,n,Chiaro,primavera_estate,pioggia,17,primavera
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,11,primavera
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,25,estate
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,8,inverno
stivali,y,y,scuro,inverno,soleggiato,26,autunno
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,8,autunno
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,29,estate
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,6,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,6,autunno
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,18,estate
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,3,inverno
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,26,estate
scarpa da ginnastica,y,n,colorato,estate,soleggiato,26,primavera
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,-8,inverno
scarpe con tacchi,y,n,scuro,estate,pioggia,14,inverno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,6,primavera
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,2,primavera
stivaletto alla caviglia,n,y,colorato,autunno,nuvoloso,0,inverno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,0,inverno
scarpa classica,n,y,Chiaro,primavera_estate,soleggiato,12,inverno
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,10,primavera
stivaletto alla caviglia,y,y,colorato,autunno_inverno,neve,-3,inverno
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,27,autunno
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,9,primavera
scarpa da ginnastica,y,y,scuro,primavera_estate,soleggiato,27,estate
scarpa da ginnastica,y,y,colorato,estate,pioggia,28,estate
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,20,autunno
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,15,autunno
scarpe con tacchi,y,n,Chiaro,estate,soleggiato,16,autunno
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,16,autunno
scarpa da ginnastica,y,y,scuro,estate,pioggia,12,inverno
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,10,inverno
scarpe aperte,y,n,scuro,primavera_estate,nuvoloso,10,inverno
scarpe aperte,n,n,Chiaro,estate,pioggia,30,estate
scarpa da ginnastica,n,y,scuro,inverno,soleggiato,-3,inverno
scarpa classica,n,y,Chiaro,primavera_estate,pioggia,3,inverno
scarpa classica,y,y,colorato,all,soleggiato,2,inverno
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,7,primavera
scarpa da ginnastica,n,y,scuro,all,pioggia,14,autunno
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,soleggiato,21,autunno
scarpa da ginnastica,n,n,colorato,all,pioggia,28,estate
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,28,estate
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,6,inverno
scarpa da ginnastica,n,y,colorato,inverno,pioggia,26,estate
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,16,inverno
scarpa da ginnastica,y,n,scuro,primavera_estate,neve,9,autunno
scarpa da ginnastica,y,n,colorato,primavera_estate,nuvoloso,7,autunno
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,17,autunno
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,30,estate
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,12,autunno
scarpe aperte,y,n,colorato,primavera,soleggiato,16,autunno
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,1,primavera
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,4,primavera
scarpa da ginnastica,y,y,colorato,estate,pioggia,3,inverno
scarpe aperte,y,n,colorato,primavera_estate,soleggiato,26,estate
scarpa da ginnastica,y,n,scuro,all,soleggiato,28,estate
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,25,estate
scarpa da ginnastica,n,y,colorato,estate,soleggiato,25,estate
scarpe con tacchi,n,n,scuro,estate,nuvoloso,28,estate
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,2,autunno
scarpa classica,n,y,colorato,all,pioggia,16,primavera
scarpa classica,n,n,scuro,primavera_estate,soleggiato,31,estate
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,14,primavera
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,27,estate
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,8,primavera
scarpa da ginnastica,y,n,scuro,primavera_estate,soleggiato,28,estate
scarpa da ginnastica,n,n,scuro,estate,pioggia,4,inverno
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,6,inverno
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,1,inverno
scarpa da ginnastica,y,n,colorato,all,neve,-1,primavera
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,3,inverno
stivaletto alla caviglia,y,y,colorato,autunno_inverno,nuvoloso,8,inverno
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,25,estate
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,30,estate
scarpe aperte,n,n,colorato,primavera_estate,nuvoloso,3,inverno
scarpa classica,y,y,scuro,inverno,soleggiato,15,autunno
scarpa classica,y,y,scuro,all,pioggia,6,autunno
stivaletto alla caviglia,n,n,colorato,autunno,neve,10,autunno
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,23,primavera
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,31,estate
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,23,estate
scarpa da ginnastica,n,n,Chiaro,all,soleggiato,29,estate
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,15,autunno
scarpa da ginnastica,y,y,Chiaro,inverno,pioggia,27,estate
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,11,primavera
scarpa da ginnastica,n,y,scuro,estate,pioggia,31,estate
scarpa da ginnastica,y,y,scuro,inverno,pioggia,8,primavera
scarpa da ginnastica,n,n,colorato,all,pioggia,6,inverno
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,33,estate
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,13,inverno
scarpa classica,n,n,colorato,inverno,soleggiato,7,inverno
stivaletto alla caviglia,y,y,scuro,autunno_inverno,nuvoloso,23,autunno
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,28,estate
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,27,autunno
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,6,inverno
scarpa da ginnastica,n,y,Chiaro,primavera_estate,pioggia,14,autunno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,18,autunno
scarpa da ginnastica,n,n,scuro,inverno,pioggia,22,estate
scarpa da ginnastica,y,y,Chiaro,estate,pioggia,13,primavera
scarpa da ginnastica,n,y,colorato,inverno,pioggia,11,primavera
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,14,primavera
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,3,inverno
scarpa da ginnastica,n,y,Chiaro,primavera_estate,pioggia,5,inverno
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,21,autunno
scarpa da ginnastica,y,n,scuro,all,pioggia,23,autunno
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,20,primavera
scarpa da ginnastica,n,n,Chiaro,estate,soleggiato,30,estate
scarpa da ginnastica,y,n,Chiaro,all,soleggiato,0,inverno
scarpa da ginnastica,n,y,scuro,autunno_inverno,soleggiato,20,primavera
scarpa da ginnastica,n,n,colorato,estate,soleggiato,22,autunno
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,14,primavera
scarpa da ginnastica,n,n,scuro,estate,soleggiato,35,estate
scarpa da ginnastica,n,n,Chiaro,all,soleggiato,5,inverno
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,32,estate
scarpa da ginnastica,n,y,colorato,all,nuvoloso,28,estate
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,28,estate
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,23,estate
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,12,primavera
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,21,estate
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,24,estate
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,15,autunno
scarpa da ginnastica,n,y,colorato,inverno,pioggia,24,autunno
scarpa classica,n,y,scuro,inverno,soleggiato,19,autunno
scarpa classica,n,y,colorato,inverno,soleggiato,31,estate
scarpa da ginnastica,n,n,scuro,estate,pioggia,4,autunno
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,9,autunno
scarpa da ginnastica,n,y,scuro,inverno,pioggia,6,inverno
scarpa classica,n,y,colorato,inverno,pioggia,13,primavera
anfibi,n,y,scuro,autunno_inverno,soleggiato,21,estate
anfibi,n,y,colorato,autunno_inverno,pioggia,19,estate
scarpa da ginnastica,y,n,Chiaro,inverno,soleggiato,31,estate
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,28,estate
scarpa da ginnastica,y,n,scuro,estate,pioggia,12,inverno
scarpa da ginnastica,y,y,colorato,inverno,pioggia,27,estate
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,soleggiato,25,estate
scarpa da ginnastica,y,y,Chiaro,primavera_estate,soleggiato,3,inverno
scarpa da ginnastica,y,y,Chiaro,estate,nuvoloso,3,inverno
anfibi,y,n,colorato,autunno_inverno,soleggiato,24,estate
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,18,primavera
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,soleggiato,24,estate
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,31,estate
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,28,estate
scarpa classica,y,n,scuro,autunno_inverno,neve,0,primavera
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,soleggiato,24,primavera
scarpa da ginnastica,y,n,Chiaro,primavera_estate,pioggia,15,autunno
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,10,estate
scarpa da ginnastica,n,n,colorato,estate,pioggia,28,estate
anfibi,n,n,scuro,autunno_inverno,pioggia,12,primavera
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,6,primavera
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,28,autunno
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,25,autunno
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,16,autunno
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,30,estate
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,14,primavera
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,18,primavera
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,pioggia,14,inverno
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,18,estate
scarpa da ginnastica,y,y,Chiaro,estate,pioggia,29,autunno
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,24,estate
scarpa da ginnastica,y,y,Chiaro,all,pioggia,15,autunno
scarpa da ginnastica,y,n,Chiaro,inverno,soleggiato,2,inverno
scarpa da ginnastica,n,y,Chiaro,inverno,soleggiato,10,primavera
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,19,autunno
scarpe con tacchi,n,n,scuro,inverno,nuvoloso,13,autunno
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,15,autunno
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,8,primavera
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,9,primavera
scarpa da ginnastica,n,y,colorato,inverno,soleggiato,19,autunno
scarpa classica,n,y,Chiaro,inverno,soleggiato,15,autunno
anfibi,n,y,colorato,inverno,pioggia,15,autunno
anfibi,n,y,Chiaro,inverno,pioggia,14,autunno
scarpa da ginnastica,n,n,scuro,all,pioggia,0,inverno
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,2,primavera
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,31,estate
scarpe con tacchi,n,n,Chiaro,primavera_estate,pioggia,30,autunno
scarpa da ginnastica,n,n,colorato,all,soleggiato,21,primavera
scarpe con tacchi,n,n,scuro,autunno_inverno,pioggia,5,primavera
anfibi,n,n,Chiaro,autunno,soleggiato,20,autunno
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,10,inverno
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,20,autunno
scarpa da ginnastica,y,n,scuro,estate,pioggia,10,autunno
scarpa da ginnastica,n,y,scuro,primavera_estate,soleggiato,-4,inverno
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,7,primavera
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,6,inverno
scarpa classica,n,y,scuro,primavera_estate,nuvoloso,9,autunno
scarpa da ginnastica,n,y,colorato,inverno,pioggia,27,autunno
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,pioggia,17,estate
scarpa da ginnastica,n,y,scuro,inverno,nuvoloso,2,inverno
scarpa da ginnastica,y,y,Chiaro,estate,soleggiato,22,primavera
scarpa da ginnastica,y,y,Chiaro,estate,soleggiato,20,autunno
scarpe con tacchi,n,n,Chiaro,inverno,pioggia,11,primavera
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,soleggiato,19,autunno
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,10,primavera
scarpa da ginnastica,n,n,colorato,all,soleggiato,10,autunno
scarpe con tacchi,y,n,scuro,inverno,soleggiato,2,autunno
scarpa da ginnastica,y,y,Chiaro,estate,pioggia,10,primavera
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,23,primavera
scarpa classica,n,y,Chiaro,autunno_inverno,pioggia,15,autunno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,18,autunno
scarpa classica,n,y,Chiaro,primavera_estate,pioggia,14,primavera
scarpa classica,n,y,Chiaro,all,soleggiato,13,primavera
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,7,primavera
anfibi,n,y,Chiaro,autunno_inverno,soleggiato,16,autunno
scarpa da ginnastica,n,y,scuro,estate,nuvoloso,18,autunno
scarpa da ginnastica,n,y,scuro,primavera_estate,pioggia,24,autunno
scarpa classica,n,n,colorato,all,soleggiato,18,autunno
scarpa da ginnastica,y,y,Chiaro,estate,soleggiato,21,primavera
scarpa da ginnastica,n,y,Chiaro,primavera_estate,soleggiato,-2,primavera
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,6,inverno
scarpa da ginnastica,y,n,scuro,primavera_estate,soleggiato,14,autunno
scarpa da ginnastica,y,y,Chiaro,primavera_estate,soleggiato,7,inverno
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,20,primavera
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,22,estate
scarpa da ginnastica,y,n,Chiaro,estate,pioggia,26,estate
scarpa da ginnastica,n,n,scuro,estate,pioggia,11,primavera
scarpe con tacchi,n,n,colorato,inverno,nuvoloso,1,inverno
scarpe con tacchi,n,n,Chiaro,estate,soleggiato,27,estate
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,27,estate
scarpa da ginnastica,n,y,Chiaro,estate,pioggia,9,inverno
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,soleggiato,7,inverno
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,14,autunno
scarpa classica,n,y,Chiaro,inverno,soleggiato,32,estate
scarpa classica,n,y,Chiaro,all,pioggia,8,primavera
scarpa da ginnastica,y,n,scuro,inverno,pioggia,15,primavera
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,soleggiato,25,estate
scarpe aperte,n,n,Chiaro,estate,pioggia,28,autunno
scarpa da ginnastica,n,y,scuro,primavera_estate,soleggiato,29,estate
scarpa classica,n,y,colorato,all,nuvoloso,26,primavera
scarpa classica,n,y,Chiaro,primavera_estate,nuvoloso,5,primavera
scarpa classica,n,y,colorato,autunno_inverno,soleggiato,7,inverno
scarpa da ginnastica,y,y,colorato,estate,soleggiato,16,primavera
scarpa da ginnastica,y,n,scuro,autunno_inverno,pioggia,15,primavera
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,15,autunno
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,7,primavera
scarpa classica,y,n,colorato,inverno,soleggiato,31,estate
scarpa da ginnastica,n,y,scuro,primavera_estate,nuvoloso,11,inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,17,autunno
scarpa classica,n,y,scuro,all,pioggia,12,estate
scarpa classica,n,y,Chiaro,autunno_inverno,soleggiato,16,autunno
scarpe con tacchi,y,n,scuro,autunno_inverno,pioggia,23,estate
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,15,primavera
scarpe con tacchi,y,n,Chiaro,primavera_estate,soleggiato,30,estate
scarpa da ginnastica,n,n,Chiaro,inverno,nuvoloso,24,estate
scarpa da ginnastica,n,y,scuro,estate,pioggia,8,autunno
scarpa da ginnastica,n,y,Chiaro,estate,soleggiato,20,autunno
scarpe con tacchi,n,n,scuro,primavera_estate,pioggia,8,inverno
stivaletto alla caviglia,n,n,scuro,inverno,nuvoloso,20,autunno
scarpe con tacchi,n,n,Chiaro,inverno,soleggiato,32,estate
scarpa classica,n,n,colorato,autunno_inverno,soleggiato,22,autunno
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,7,inverno
scarpa da ginnastica,y,n,scuro,autunno_inverno,nuvoloso,4,autunno
scarpa da ginnastica,y,n,colorato,estate,pioggia,1,primavera
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,1,inverno
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,26,autunno
scarpa da ginnastica,n,n,colorato,estate,soleggiato,6,autunno
scarpa da ginnastica,n,n,Chiaro,primavera_estate,nuvoloso,12,inverno
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,soleggiato,17,autunno
scarpa da ginnastica,y,y,scuro,inverno,pioggia,16,estate
stivaletto alla caviglia,n,n,Chiaro,autunno,nuvoloso,20,autunno
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,27,autunno
stivaletto alla caviglia,n,y,colorato,inverno,nuvoloso,9,autunno
stivaletto alla caviglia,y,y,Chiaro,inverno,nuvoloso,2,primavera
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,9,inverno
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,22,primavera
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,23,estate
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,32,estate
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,23,estate
scarpa classica,n,y,colorato,all,pioggia,3,inverno
anfibi,n,y,scuro,autunno_inverno,neve,3,autunno
scarpa da ginnastica,n,y,scuro,estate,neve,2,inverno
scarpa da ginnastica,n,n,colorato,autunno_inverno,nuvoloso,5,inverno
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,soleggiato,22,estate
scarpa da ginnastica,y,y,Chiaro,inverno,nuvoloso,12,primavera
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,25,primavera
scarpa da ginnastica,y,y,colorato,inverno,nuvoloso,14,autunno
scarpa da ginnastica,y,n,colorato,all,pioggia,22,autunno
scarpa da ginnastica,y,y,colorato,inverno,pioggia,29,estate
scarpa da ginnastica,y,y,scuro,autunno_inverno,nuvoloso,0,inverno
scarpa da ginnastica,n,n,colorato,all,pioggia,2,inverno
scarpa da ginnastica,n,y,Chiaro,estate,soleggiato,10,autunno
scarpa da ginnastica,y,n,colorato,estate,pioggia,14,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,33,estate
stivaletto alla caviglia,y,n,colorato,autunno_inverno,nuvoloso,4,primavera
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,13,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,25,autunno
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,16,primavera
scarpe con tacchi,n,n,Chiaro,estate,nuvoloso,1,inverno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,16,autunno
stivaletto alla caviglia,n,n,colorato,inverno,nuvoloso,1,inverno
stivaletto alla caviglia,n,n,scuro,inverno,nuvoloso,12,inverno
stivaletto alla caviglia,y,n,colorato,autunno_inverno,soleggiato,14,autunno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,31,estate
scarpa da ginnastica,y,n,Chiaro,all,nuvoloso,19,autunno
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,9,primavera
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,21,autunno
scarpe aperte,y,n,Chiaro,primavera_estate,soleggiato,25,estate
scarpa classica,n,y,colorato,autunno_inverno,pioggia,36,autunno
scarpa da ginnastica,n,y,colorato,estate,pioggia,8,autunno
scarpa da ginnastica,n,n,scuro,all,soleggiato,9,primavera
scarpa da ginnastica,n,y,scuro,estate,soleggiato,19,autunno
scarpa da ginnastica,n,n,colorato,estate,soleggiato,19,autunno
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,18,autunno
scarpe con tacchi,n,n,colorato,estate,pioggia,20,estate
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,31,estate
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,13,autunno
scarpa classica,y,n,Chiaro,autunno_inverno,soleggiato,2,inverno
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,22,autunno
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,19,autunno
anfibi,y,y,scuro,autunno_inverno,soleggiato,14,primavera
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,soleggiato,17,autunno
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,21,primavera
