time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
2022-09-25,pioggia,18,autunno,settembre
2022-04-02,neve,-3,primavera,aprile
2022-07-15,soleggiato,23,estate,luglio
2022-09-14,pioggia,23,autunno,settembre
2022-08-21,pioggia,16,estate,agosto
2022-08-22,soleggiato,28,estate,agosto
2022-04-29,soleggiato,17,primavera,aprile
2022-08-27,pioggia,27,estate,agosto
2022-11-17,pioggia,17,autunno,novembre
2022-10-14,pioggia,12,autunno,ottobre
2022-06-23,pioggia,22,estate,giugno
2022-02-02,soleggiato,8,inverno,febbraio
2022-10-02,pioggia,20,autunno,ottobre
2022-12-04,neve,4,inverno,dicembre
2022-04-14,soleggiato,13,primavera,aprile
2022-09-23,soleggiato,15,autunno,settembre
2022-01-30,soleggiato,5,inverno,gennaio
2022-11-06,soleggiato,10,autunno,novembre
2022-10-09,pioggia,18,autunno,ottobre
2022-08-10,soleggiato,27,estate,agosto
2022-09-13,soleggiato,24,autunno,settembre
2022-12-23,nuvoloso,4,inverno,dicembre
2022-01-23,soleggiato,4,inverno,gennaio
2022-03-14,soleggiato,9,primavera,marzo
2022-05-11,pioggia,12,primavera,maggio
2022-09-30,pioggia,8,autunno,settembre
2022-04-17,pioggia,4,primavera,aprile
2022-08-24,soleggiato,24,estate,agosto
2022-05-31,pioggia,19,primavera,maggio
2022-01-30,soleggiato,5,inverno,gennaio
2022-07-26,pioggia,31,estate,luglio
2022-07-16,soleggiato,30,estate,luglio
2022-11-26,nuvoloso,-5,autunno,novembre
2022-01-10,neve,-2,inverno,gennaio
2022-04-18,pioggia,2,primavera,aprile
2022-06-01,nuvoloso,23,estate,giugno
2022-07-02,soleggiato,30,estate,luglio
2022-10-13,soleggiato,18,autunno,ottobre
2022-11-09,pioggia,3,autunno,novembre
2022-06-28,pioggia,19,estate,giugno
2022-08-31,pioggia,26,estate,agosto
2022-01-29,soleggiato,2,inverno,gennaio
2022-07-06,pioggia,31,estate,luglio
2022-11-02,nuvoloso,14,autunno,novembre
2022-06-20,pioggia,25,estate,giugno
2022-03-15,soleggiato,5,primavera,marzo
2022-12-07,pioggia,13,inverno,dicembre
2022-09-07,pioggia,30,autunno,settembre
2022-11-21,pioggia,10,autunno,novembre
2022-03-05,soleggiato,2,primavera,marzo
2022-03-20,pioggia,5,primavera,marzo
2022-12-22,nuvoloso,6,inverno,dicembre
2022-03-04,pioggia,10,primavera,marzo
2022-09-02,soleggiato,22,autunno,settembre
2022-09-07,pioggia,28,autunno,settembre
2022-03-03,nuvoloso,5,primavera,marzo
2022-11-19,pioggia,14,autunno,novembre
2022-06-11,soleggiato,24,estate,giugno
2022-01-12,soleggiato,-10,inverno,gennaio
2022-05-22,nuvoloso,24,primavera,maggio
2022-02-21,pioggia,3,inverno,febbraio
2022-02-03,soleggiato,6,inverno,febbraio
2022-08-19,pioggia,22,estate,agosto
2022-10-21,soleggiato,19,autunno,ottobre
2022-06-14,pioggia,15,estate,giugno
2022-11-03,pioggia,8,autunno,novembre
2022-09-13,soleggiato,17,autunno,settembre
2022-05-10,pioggia,13,primavera,maggio
2022-01-29,soleggiato,2,inverno,gennaio
2022-01-26,soleggiato,3,inverno,gennaio
2022-08-29,pioggia,25,estate,agosto
2022-06-01,soleggiato,24,estate,giugno
2022-10-02,soleggiato,24,autunno,ottobre
2022-10-06,pioggia,20,autunno,ottobre
2022-08-13,pioggia,25,estate,agosto
2022-07-15,soleggiato,28,estate,luglio
2022-09-11,pioggia,23,autunno,settembre
2022-05-14,nuvoloso,17,primavera,maggio
2022-02-26,pioggia,4,inverno,febbraio
2022-01-02,pioggia,9,inverno,gennaio
2022-11-03,pioggia,18,autunno,novembre
2022-09-06,soleggiato,28,autunno,settembre
2022-01-04,pioggia,4,inverno,gennaio
2022-04-06,pioggia,2,primavera,aprile
2022-05-22,nuvoloso,22,primavera,maggio
2022-05-11,soleggiato,21,primavera,maggio
2022-07-16,soleggiato,31,estate,luglio
2022-10-04,nuvoloso,18,autunno,ottobre
2022-07-19,pioggia,19,estate,luglio
2022-11-19,nuvoloso,8,autunno,novembre
2022-11-27,pioggia,14,autunno,novembre
2022-10-02,nuvoloso,15,autunno,ottobre
2022-06-07,pioggia,25,estate,giugno
2022-10-15,nuvoloso,17,autunno,ottobre
2022-06-07,pioggia,19,estate,giugno
2022-07-14,soleggiato,28,estate,luglio
2022-05-13,soleggiato,22,primavera,maggio
2022-05-05,pioggia,14,primavera,maggio
2022-11-06,nuvoloso,6,autunno,novembre
2022-10-11,soleggiato,19,autunno,ottobre
2022-02-18,nuvoloso,10,inverno,febbraio
2022-06-11,soleggiato,23,estate,giugno
2022-03-04,pioggia,4,primavera,marzo
2022-03-26,nuvoloso,11,primavera,marzo
2022-03-17,pioggia,2,primavera,marzo
2022-06-08,soleggiato,29,estate,giugno
2022-09-04,pioggia,20,autunno,settembre
2022-11-04,pioggia,17,autunno,novembre
2022-09-22,soleggiato,15,autunno,settembre
2022-05-17,nuvoloso,20,primavera,maggio
2022-05-28,pioggia,28,primavera,maggio
2022-10-27,soleggiato,18,autunno,ottobre
2022-08-18,soleggiato,35,estate,agosto
2022-08-01,soleggiato,27,estate,agosto
2022-03-21,soleggiato,5,primavera,marzo
2022-06-27,soleggiato,31,estate,giugno
2022-09-16,pioggia,21,autunno,settembre
2022-04-03,pioggia,0,primavera,aprile
2022-12-25,nuvoloso,9,inverno,dicembre
2022-02-16,soleggiato,3,inverno,febbraio
2022-07-25,soleggiato,32,estate,luglio
2022-08-20,pioggia,16,estate,agosto
2022-02-09,soleggiato,7,inverno,febbraio
2022-08-17,pioggia,17,estate,agosto
2022-03-05,soleggiato,1,primavera,marzo
2022-05-23,pioggia,16,primavera,maggio
2022-08-10,soleggiato,27,estate,agosto
2022-09-25,neve,12,autunno,settembre
2022-03-01,pioggia,7,primavera,marzo
2022-02-02,soleggiato,6,inverno,febbraio
2022-07-14,pioggia,18,estate,luglio
2022-10-09,pioggia,16,autunno,ottobre
2022-07-20,soleggiato,28,estate,luglio
2022-02-21,pioggia,8,inverno,febbraio
2022-06-17,pioggia,17,estate,giugno
2022-12-10,pioggia,3,inverno,dicembre
2022-11-27,pioggia,7,autunno,novembre
2022-11-14,pioggia,9,autunno,novembre
2022-04-11,soleggiato,6,primavera,aprile
2022-11-07,soleggiato,11,autunno,novembre
2022-11-24,soleggiato,9,autunno,novembre
2022-08-14,pioggia,25,estate,agosto
2022-12-25,soleggiato,1,inverno,dicembre
2022-05-25,soleggiato,26,primavera,maggio
2022-08-26,pioggia,28,estate,agosto
2022-01-17,soleggiato,3,inverno,gennaio
2022-01-05,pioggia,4,inverno,gennaio
2022-05-22,pioggia,21,primavera,maggio
2022-01-25,soleggiato,2,inverno,gennaio
2022-01-26,soleggiato,5,inverno,gennaio
2022-01-03,nuvoloso,-2,inverno,gennaio
2022-09-24,soleggiato,10,autunno,settembre
2022-08-23,pioggia,26,estate,agosto
2022-06-01,soleggiato,24,estate,giugno
2022-10-01,pioggia,19,autunno,ottobre
2022-01-28,soleggiato,2,inverno,gennaio
2022-08-05,soleggiato,35,estate,agosto
2022-01-14,soleggiato,0,inverno,gennaio
2022-03-07,pioggia,3,primavera,marzo
2022-10-22,pioggia,21,autunno,ottobre
2022-02-24,nuvoloso,5,inverno,febbraio
2022-10-02,pioggia,19,autunno,ottobre
2022-09-29,pioggia,20,autunno,settembre
2022-08-18,pioggia,26,estate,agosto
2022-03-31,pioggia,11,primavera,marzo
2022-12-05,pioggia,9,inverno,dicembre
2022-12-01,nuvoloso,3,inverno,dicembre
2022-09-05,soleggiato,34,autunno,settembre
2022-02-01,neve,1,inverno,febbraio
2022-01-27,nuvoloso,2,inverno,gennaio
2022-05-24,soleggiato,26,primavera,maggio
2022-07-29,soleggiato,30,estate,luglio
2022-12-10,pioggia,14,inverno,dicembre
2022-06-15,soleggiato,29,estate,giugno
2022-09-01,pioggia,25,autunno,settembre
2022-01-20,pioggia,-1,inverno,gennaio
2022-07-21,pioggia,31,estate,luglio
2022-01-27,nuvoloso,1,inverno,gennaio
2022-10-20,nuvoloso,19,autunno,ottobre
2022-05-21,soleggiato,21,primavera,maggio
2022-03-22,soleggiato,6,primavera,marzo
2022-08-19,pioggia,27,estate,agosto
2022-01-11,neve,-1,inverno,gennaio
2022-08-01,soleggiato,31,estate,agosto
2022-03-12,soleggiato,2,primavera,marzo
2022-08-31,pioggia,15,estate,agosto
2022-10-16,nuvoloso,20,autunno,ottobre
2022-02-25,soleggiato,9,inverno,febbraio
2022-07-24,pioggia,20,estate,luglio
2022-11-27,soleggiato,8,autunno,novembre
2022-06-10,pioggia,20,estate,giugno
2022-01-06,pioggia,9,inverno,gennaio
2022-02-11,pioggia,2,inverno,febbraio
2022-04-25,pioggia,11,primavera,aprile
2022-12-13,nuvoloso,-5,inverno,dicembre
2022-02-25,pioggia,7,inverno,febbraio
2022-08-05,pioggia,33,estate,agosto
2022-04-10,soleggiato,8,primavera,aprile
2022-02-13,pioggia,8,inverno,febbraio
2022-07-10,pioggia,22,estate,luglio
2022-12-16,pioggia,4,inverno,dicembre
2022-05-02,pioggia,13,primavera,maggio
2022-03-07,neve,0,primavera,marzo
2022-07-18,soleggiato,34,estate,luglio
2022-02-25,soleggiato,2,inverno,febbraio
2022-09-04,pioggia,21,autunno,settembre
2022-11-29,nuvoloso,7,autunno,novembre
2022-11-26,soleggiato,3,autunno,novembre
2022-10-15,soleggiato,18,autunno,ottobre
2022-08-17,soleggiato,32,estate,agosto
2022-02-07,neve,-6,inverno,febbraio
2022-07-25,pioggia,30,estate,luglio
2022-07-28,pioggia,25,estate,luglio
2022-09-17,soleggiato,12,autunno,settembre
2022-10-13,pioggia,18,autunno,ottobre
2022-09-08,pioggia,29,autunno,settembre
2022-10-22,pioggia,18,autunno,ottobre
2022-05-29,pioggia,22,primavera,maggio
2022-11-10,soleggiato,11,autunno,novembre
2022-02-26,soleggiato,1,inverno,febbraio
2022-02-26,soleggiato,-8,inverno,febbraio
2022-05-07,pioggia,18,primavera,maggio
2022-10-28,soleggiato,10,autunno,ottobre
2022-01-17,nuvoloso,5,inverno,gennaio
2022-11-24,soleggiato,12,autunno,novembre
2022-02-16,soleggiato,7,inverno,febbraio
2022-02-06,nuvoloso,4,inverno,febbraio
2022-12-11,pioggia,11,inverno,dicembre
2022-09-01,pioggia,27,autunno,settembre
2022-11-12,soleggiato,10,autunno,novembre
2022-12-03,pioggia,6,inverno,dicembre
2022-11-06,soleggiato,10,autunno,novembre
2022-06-20,soleggiato,26,estate,giugno
2022-06-08,nuvoloso,27,estate,giugno
2022-09-29,pioggia,15,autunno,settembre
2022-06-08,pioggia,20,estate,giugno
2022-10-12,pioggia,19,autunno,ottobre
2022-03-17,nuvoloso,8,primavera,marzo
2022-10-30,soleggiato,18,autunno,ottobre
2022-10-14,pioggia,15,autunno,ottobre
2022-12-19,nuvoloso,1,inverno,dicembre
2022-11-15,pioggia,1,autunno,novembre
2022-11-13,pioggia,11,autunno,novembre
2022-01-31,neve,1,inverno,gennaio
2022-12-22,pioggia,12,inverno,dicembre
2022-12-21,neve,4,inverno,dicembre
2022-07-03,soleggiato,34,estate,luglio
2022-04-24,pioggia,14,primavera,aprile
2022-07-23,pioggia,32,estate,luglio
2022-03-13,soleggiato,4,primavera,marzo
2022-11-19,pioggia,0,autunno,novembre
2022-04-15,pioggia,12,primavera,aprile
2022-07-05,soleggiato,35,estate,luglio
2022-11-30,nuvoloso,1,autunno,novembre
2022-10-25,soleggiato,21,autunno,ottobre
2022-01-26,soleggiato,1,inverno,gennaio
2022-08-21,pioggia,28,estate,agosto
2022-12-18,nuvoloso,2,inverno,dicembre
2022-09-21,pioggia,19,autunno,settembre
2022-02-24,soleggiato,5,inverno,febbraio
2022-03-11,nuvoloso,3,primavera,marzo
2022-06-19,soleggiato,30,estate,giugno
2022-03-13,neve,2,primavera,marzo
2022-07-31,soleggiato,35,estate,luglio
2022-10-30,soleggiato,16,autunno,ottobre
2022-02-13,pioggia,9,inverno,febbraio
2022-02-04,soleggiato,8,inverno,febbraio
2022-05-03,pioggia,14,primavera,maggio
2022-04-06,nuvoloso,9,primavera,aprile
2022-07-08,pioggia,26,estate,luglio
2022-02-04,pioggia,8,inverno,febbraio
2022-04-24,neve,8,primavera,aprile
2022-10-23,soleggiato,23,autunno,ottobre
2022-01-13,nuvoloso,-2,inverno,gennaio
2022-04-03,pioggia,7,primavera,aprile
2022-06-21,pioggia,26,estate,giugno
2022-09-03,pioggia,19,autunno,settembre
2022-07-01,pioggia,28,estate,luglio
2022-06-05,pioggia,24,estate,giugno
2022-11-19,pioggia,8,autunno,novembre
2022-01-16,soleggiato,2,inverno,gennaio
2022-04-26,soleggiato,20,primavera,aprile
2022-12-03,pioggia,13,inverno,dicembre
2022-11-21,pioggia,11,autunno,novembre
2022-08-28,pioggia,17,estate,agosto
2022-02-04,soleggiato,-3,inverno,febbraio
2022-03-11,soleggiato,5,primavera,marzo
2022-06-01,soleggiato,30,estate,giugno
2022-04-07,pioggia,11,primavera,aprile
2022-12-10,pioggia,15,inverno,dicembre
2022-08-26,soleggiato,30,estate,agosto
2022-02-25,neve,-3,inverno,febbraio
2022-12-12,pioggia,-5,inverno,dicembre
2022-10-08,soleggiato,15,autunno,ottobre
2022-02-05,soleggiato,4,inverno,febbraio
2022-09-07,pioggia,22,autunno,settembre
2022-09-09,pioggia,24,autunno,settembre
2022-11-03,nuvoloso,12,autunno,novembre
2022-06-21,soleggiato,26,estate,giugno
2022-01-10,soleggiato,2,inverno,gennaio
2022-09-08,pioggia,22,autunno,settembre
2022-08-13,pioggia,25,estate,agosto
2022-02-25,pioggia,3,inverno,febbraio
2022-02-22,neve,4,inverno,febbraio
2022-10-21,soleggiato,18,autunno,ottobre
2022-09-28,pioggia,16,autunno,settembre
2022-02-19,pioggia,4,inverno,febbraio
2022-04-24,pioggia,15,primavera,aprile
2022-08-16,pioggia,26,estate,agosto
2022-02-18,nuvoloso,5,inverno,febbraio
2022-01-14,nuvoloso,0,inverno,gennaio
2022-12-24,soleggiato,1,inverno,dicembre
2022-04-10,soleggiato,8,primavera,aprile
2022-11-07,soleggiato,10,autunno,novembre
2022-11-20,pioggia,5,autunno,novembre
2022-03-13,soleggiato,-1,primavera,marzo
2022-09-27,pioggia,18,autunno,settembre
2022-04-15,soleggiato,15,primavera,aprile
2022-07-22,pioggia,20,estate,luglio
2022-07-31,soleggiato,28,estate,luglio
2022-05-15,pioggia,17,primavera,maggio
2022-08-03,soleggiato,30,estate,agosto
2022-10-18,soleggiato,20,autunno,ottobre
2022-05-03,pioggia,15,primavera,maggio
2022-07-27,pioggia,28,estate,luglio
2022-06-18,soleggiato,29,estate,giugno
2022-02-06,neve,-5,inverno,febbraio
2022-01-29,nuvoloso,6,inverno,gennaio
2022-04-25,pioggia,12,primavera,aprile
2022-05-17,soleggiato,25,primavera,maggio
2022-05-30,pioggia,21,primavera,maggio
2022-04-01,pioggia,11,primavera,aprile
2022-03-09,pioggia,-7,primavera,marzo
2022-11-17,pioggia,10,autunno,novembre
2022-08-10,pioggia,29,estate,agosto
2022-08-29,pioggia,29,estate,agosto
2022-01-06,pioggia,10,inverno,gennaio
2022-03-14,soleggiato,6,primavera,marzo
2022-06-07,pioggia,13,estate,giugno
2022-08-02,soleggiato,24,estate,agosto
2022-09-12,soleggiato,30,autunno,settembre
2022-02-28,soleggiato,-1,inverno,febbraio
2022-09-10,pioggia,26,autunno,settembre
2022-04-28,soleggiato,13,primavera,aprile
2022-01-20,neve,0,inverno,gennaio
2022-08-19,pioggia,25,estate,agosto
2022-11-01,pioggia,14,autunno,novembre
2022-05-05,pioggia,16,primavera,maggio
2022-05-16,soleggiato,20,primavera,maggio
2022-06-25,soleggiato,24,estate,giugno
2022-09-27,pioggia,18,autunno,settembre
2022-01-08,soleggiato,6,inverno,gennaio
2022-06-09,pioggia,20,estate,giugno
2022-04-17,nuvoloso,11,primavera,aprile
2022-11-28,nuvoloso,8,autunno,novembre
2022-10-03,soleggiato,19,autunno,ottobre
2022-02-12,soleggiato,8,inverno,febbraio
2022-11-22,pioggia,5,autunno,novembre
2022-10-03,soleggiato,24,autunno,ottobre
2022-12-10,nuvoloso,-2,inverno,dicembre
2022-04-28,soleggiato,13,primavera,aprile
2022-07-10,pioggia,15,estate,luglio
2022-05-02,neve,5,primavera,maggio
2022-10-27,soleggiato,19,autunno,ottobre
2022-02-08,soleggiato,-3,inverno,febbraio
2022-06-17,soleggiato,26,estate,giugno
2022-03-31,pioggia,12,primavera,marzo
2022-10-02,soleggiato,17,autunno,ottobre
2022-04-18,soleggiato,9,primavera,aprile
2022-01-02,nuvoloso,8,inverno,gennaio
2022-04-04,pioggia,6,primavera,aprile
2022-01-08,pioggia,1,inverno,gennaio
2022-02-14,neve,-6,inverno,febbraio
2022-09-01,pioggia,32,autunno,settembre
2022-02-05,pioggia,8,inverno,febbraio
2022-12-03,pioggia,5,inverno,dicembre
2022-08-08,pioggia,32,estate,agosto
2022-12-13,pioggia,10,inverno,dicembre
2022-12-14,nuvoloso,1,inverno,dicembre
2022-10-03,soleggiato,17,autunno,ottobre
2022-03-28,soleggiato,10,primavera,marzo
2022-11-22,pioggia,10,autunno,novembre
2022-03-15,pioggia,8,primavera,marzo
2022-05-06,pioggia,6,primavera,maggio
2022-04-15,soleggiato,15,primavera,aprile
2022-09-10,pioggia,26,autunno,settembre
2022-02-24,soleggiato,2,inverno,febbraio
2022-05-10,pioggia,20,primavera,maggio
2022-07-20,soleggiato,31,estate,luglio
2022-04-19,pioggia,1,primavera,aprile
2022-04-25,soleggiato,17,primavera,aprile
2022-03-26,soleggiato,11,primavera,marzo
2022-10-14,pioggia,14,autunno,ottobre
2022-12-13,pioggia,9,inverno,dicembre
2022-07-02,soleggiato,26,estate,luglio
2022-05-27,pioggia,23,primavera,maggio
2022-10-11,soleggiato,18,autunno,ottobre
2022-08-21,pioggia,30,estate,agosto
2022-05-09,soleggiato,19,primavera,maggio
2022-02-09,soleggiato,3,inverno,febbraio
2022-09-25,pioggia,20,autunno,settembre
2022-06-14,soleggiato,27,estate,giugno
2022-04-24,soleggiato,11,primavera,aprile
2022-03-03,pioggia,-5,primavera,marzo
2022-08-09,pioggia,25,estate,agosto
2022-02-27,soleggiato,0,inverno,febbraio
2022-11-18,pioggia,16,autunno,novembre
2022-07-17,pioggia,26,estate,luglio
2022-06-22,pioggia,24,estate,giugno
2022-10-11,soleggiato,18,autunno,ottobre
2022-08-23,pioggia,28,estate,agosto
2022-04-26,soleggiato,14,primavera,aprile
2022-11-11,soleggiato,11,autunno,novembre
2022-01-22,nuvoloso,0,inverno,gennaio
2022-03-26,soleggiato,11,primavera,marzo
2022-01-30,nuvoloso,8,inverno,gennaio
2022-08-15,soleggiato,27,estate,agosto
2022-06-03,soleggiato,28,estate,giugno
2022-11-08,nuvoloso,16,autunno,novembre
2022-12-21,pioggia,9,inverno,dicembre
2022-06-29,soleggiato,31,estate,giugno
2022-06-16,pioggia,27,estate,giugno
2022-05-02,pioggia,14,primavera,maggio
2022-04-05,soleggiato,7,primavera,aprile
2022-02-27,neve,-3,inverno,febbraio
2022-02-09,soleggiato,4,inverno,febbraio
2022-07-22,soleggiato,30,estate,luglio
2022-07-26,nuvoloso,30,estate,luglio
2022-03-06,pioggia,4,primavera,marzo
2022-04-09,pioggia,-2,primavera,aprile
2022-07-11,pioggia,24,estate,luglio
2022-02-28,soleggiato,3,inverno,febbraio
2022-01-22,soleggiato,-8,inverno,gennaio
2022-07-02,soleggiato,32,estate,luglio
2022-04-04,nuvoloso,2,primavera,aprile
2022-08-07,pioggia,34,estate,agosto
2022-06-30,soleggiato,36,estate,giugno
2022-07-31,soleggiato,29,estate,luglio
2022-03-03,nuvoloso,-3,primavera,marzo
2022-03-19,soleggiato,5,primavera,marzo
2022-11-30,pioggia,3,autunno,novembre
2022-06-24,soleggiato,30,estate,giugno
2022-05-05,nuvoloso,16,primavera,maggio
2022-03-14,soleggiato,4,primavera,marzo
2022-03-16,nuvoloso,10,primavera,marzo
2022-02-15,neve,0,inverno,febbraio
2022-12-17,pioggia,13,inverno,dicembre
2022-10-10,soleggiato,17,autunno,ottobre
2022-04-14,soleggiato,8,primavera,aprile
2022-09-12,soleggiato,24,autunno,settembre
2022-11-23,pioggia,11,autunno,novembre
2022-10-06,nuvoloso,19,autunno,ottobre
2022-04-12,soleggiato,11,primavera,aprile
2022-06-12,soleggiato,26,estate,giugno
2022-08-12,pioggia,25,estate,agosto
2022-02-17,soleggiato,5,inverno,febbraio
2022-03-05,neve,0,primavera,marzo
2022-01-21,pioggia,9,inverno,gennaio
2022-04-26,neve,3,primavera,aprile
2022-02-27,nuvoloso,3,inverno,febbraio
2022-04-01,pioggia,8,primavera,aprile
2022-02-07,pioggia,4,inverno,febbraio
2022-07-28,soleggiato,30,estate,luglio
2022-03-15,pioggia,8,primavera,marzo
2022-04-27,soleggiato,16,primavera,aprile
2022-07-02,soleggiato,28,estate,luglio
2022-10-26,soleggiato,21,autunno,ottobre
2022-02-26,nuvoloso,1,inverno,febbraio
2022-04-04,neve,2,primavera,aprile
2022-12-04,pioggia,8,inverno,dicembre
2022-01-14,soleggiato,5,inverno,gennaio
2022-12-22,pioggia,13,inverno,dicembre
2022-07-21,pioggia,28,estate,luglio
2022-05-04,pioggia,17,primavera,maggio
2022-12-08,pioggia,14,inverno,dicembre
2022-08-11,pioggia,29,estate,agosto
2022-10-28,soleggiato,19,autunno,ottobre
2022-08-09,soleggiato,28,estate,agosto
2022-07-14,soleggiato,28,estate,luglio
2022-05-08,pioggia,18,primavera,maggio
2022-08-31,pioggia,23,estate,agosto
2022-02-05,soleggiato,5,inverno,febbraio
2022-05-12,nuvoloso,18,primavera,maggio
2022-12-08,pioggia,12,inverno,dicembre
2022-05-24,soleggiato,23,primavera,maggio
2022-07-10,pioggia,16,estate,luglio
2022-11-22,neve,-2,autunno,novembre
2022-01-13,pioggia,8,inverno,gennaio
2022-06-23,pioggia,28,estate,giugno
2022-10-09,nuvoloso,18,autunno,ottobre
2022-08-22,soleggiato,22,estate,agosto
2022-03-11,nuvoloso,6,primavera,marzo
2022-03-28,soleggiato,8,primavera,marzo
2022-12-16,pioggia,11,inverno,dicembre
2022-09-22,soleggiato,11,autunno,settembre
2022-05-25,pioggia,21,primavera,maggio
2022-03-29,nuvoloso,11,primavera,marzo
2022-04-05,pioggia,16,primavera,aprile
2022-05-22,pioggia,22,primavera,maggio
2022-12-20,pioggia,2,inverno,dicembre
2022-08-04,soleggiato,30,estate,agosto
2022-05-30,pioggia,17,primavera,maggio
2022-04-30,nuvoloso,15,primavera,aprile
2022-06-18,soleggiato,28,estate,giugno
2022-09-13,pioggia,14,autunno,settembre
2022-09-17,pioggia,16,autunno,settembre
2022-10-13,pioggia,17,autunno,ottobre
2022-10-29,soleggiato,17,autunno,ottobre
2022-05-01,pioggia,11,primavera,maggio
2022-12-17,pioggia,4,inverno,dicembre
2022-05-24,pioggia,14,primavera,maggio
2022-10-09,pioggia,19,autunno,ottobre
2022-01-12,soleggiato,-1,inverno,gennaio
2022-06-26,pioggia,17,estate,giugno
2022-07-30,pioggia,28,estate,luglio
2022-08-05,soleggiato,25,estate,agosto
2022-07-10,soleggiato,25,estate,luglio
2022-10-08,soleggiato,19,autunno,ottobre
2022-04-30,soleggiato,15,primavera,aprile
2022-05-21,soleggiato,22,primavera,maggio
2022-03-22,soleggiato,-1,primavera,marzo
2022-10-05,pioggia,15,autunno,ottobre
2022-06-05,soleggiato,32,estate,giugno
2022-11-27,nuvoloso,4,autunno,novembre
2022-08-28,pioggia,28,estate,agosto
2022-04-06,nuvoloso,16,primavera,aprile
2022-08-24,soleggiato,27,estate,agosto
2022-05-25,soleggiato,23,primavera,maggio
2022-09-09,pioggia,30,autunno,settembre
2022-02-13,pioggia,3,inverno,febbraio
2022-01-13,soleggiato,3,inverno,gennaio
2022-11-16,pioggia,9,autunno,novembre
2022-08-21,soleggiato,26,estate,agosto
2022-07-11,pioggia,27,estate,luglio
2022-01-27,nuvoloso,5,inverno,gennaio
2022-11-14,pioggia,12,autunno,novembre
2022-08-11,pioggia,28,estate,agosto
2022-06-20,pioggia,19,estate,giugno
2022-09-27,pioggia,17,autunno,settembre
2022-11-01,soleggiato,17,autunno,novembre
